semesterCode,departmentCode,courseCode,courseTitle,courseCredit,section,facultyCode,time,room,seatCapacity,course_upper,dayOfWeek,start,end
253,ENG,ENG103,Intermediate Composition,3.0,24,FzM,MW 02:40 PM - 04:10 PM,NAC509,40,ENG103,MW,02:40,04:10
253,ENG,ENG103,Intermediate Composition,3.0,25,SuT,MW 02:40 PM - 04:10 PM,NAC515,40,ENG103,MW,02:40,04:10
253,ENG,ENG103,Intermediate Composition,3.0,26,RNS,MW 04:20 PM - 05:50 PM,NAC203,35,ENG103,MW,04:20,05:50
253,ENG,ENG103,Intermediate Composition,3.0,27,MHn,MW 04:20 PM - 05:50 PM,NAC313,40,ENG103,MW,04:20,05:50
253,ENG,ENG103,Intermediate Composition,3.0,28,MOE,MW 04:20 PM - 05:50 PM,NAC408,40,ENG103,MW,04:20,05:50
253,ENG,ENG103,Intermediate Composition,3.0,29,MCY,MW 04:20 PM - 05:50 PM,NAC514,40,ENG103,MW,04:20,05:50
253,ENG,ENG103,Intermediate Composition,3.0,3,SHq,ST 08:00 AM - 09:30 AM,NAC408,40,ENG103,ST,08:00,09:30
253,ENG,ENG103,Intermediate Composition,3.0,30,ALR,ST 06:00 PM - 07:30 PM,NAC302,40,ENG103,ST,06:00,07:30
253,ENG,ENG103,Intermediate Composition,3.0,31,TBA,ST 06:00 PM - 07:30 PM,NAC313,40,ENG103,ST,06:00,07:30
253,ENG,ENG103,Intermediate Composition,3.0,32,TBA,MW 06:00 PM - 07:30 PM,NAC313,40,ENG103,MW,06:00,07:30
253,ENG,ENG103,Intermediate Composition,3.0,33,TBA,MW 06:00 PM - 07:30 PM,NAC314,40,ENG103,MW,06:00,07:30
253,ENG,ENG103,Intermediate Composition,3.0,34,TRn,RA 09:40 AM - 11:10 AM,NAC313,40,ENG103,RA,09:40,11:10
253,ENG,ENG103,Intermediate Composition,3.0,35,MZ,RA 11:20 AM - 12:50 PM,NAC203,35,ENG103,RA,11:20,12:50
253,ENG,ENG103,Intermediate Composition,3.0,36,TRn,RA 11:20 AM - 12:50 PM,NAC313,40,ENG103,RA,11:20,12:50
253,ENG,ENG103,Intermediate Composition,3.0,37,MZ,RA 01:00 PM - 02:30 PM,NAC202,35,ENG103,RA,01:00,02:30
253,ENG,ENG103,Intermediate Composition,3.0,38,SOU,RA 01:00 PM - 02:30 PM,NAC302,40,ENG103,RA,01:00,02:30
253,ENG,ENG103,Intermediate Composition,3.0,39,MYL,RA 01:00 PM - 02:30 PM,NAC408,40,ENG103,RA,01:00,02:30
253,ENG,ENG103,Intermediate Composition,3.0,4,NSL,ST 08:00 AM - 09:30 AM,NAC515,40,ENG103,ST,08:00,09:30
253,ENG,ENG103,Intermediate Composition,3.0,40,AIZ,RA 02:40 PM - 04:10 PM,NAC314,40,ENG103,RA,02:40,04:10
253,ENG,ENG103,Intermediate Composition,3.0,41,MYL,RA 02:40 PM - 04:10 PM,NAC408,40,ENG103,RA,02:40,04:10
253,ENG,ENG103,Intermediate Composition,3.0,42,TSN,RA 04:20 PM - 05:50 PM,NAC213,35,ENG103,RA,04:20,05:50
253,ENG,ENG103,Intermediate Composition,3.0,43,ZZC,RA 04:20 PM - 05:50 PM,NAC214,35,ENG103,RA,04:20,05:50
253,ENG,ENG103,Intermediate Composition,3.0,44,FJN,RA 04:20 PM - 05:50 PM,NAC314,40,ENG103,RA,04:20,05:50
253,ENG,ENG103,Intermediate Composition,3.0,45,MSAM,RA 04:20 PM - 05:50 PM,NAC408,40,ENG103,RA,04:20,05:50
253,ENG,ENG103,Intermediate Composition,3.0,46,TBA,RA 06:00 PM - 07:30 PM,NAC302,40,ENG103,RA,06:00,07:30
253,ENG,ENG103,Intermediate Composition,3.0,47,NPn,MW 08:00 AM - 09:30 AM,NAC301,40,ENG103,MW,08:00,09:30
253,ENG,ENG103,Intermediate Composition,3.0,48,NHU,RA 01:00 PM - 02:30 PM,NAC206,40,ENG103,RA,01:00,02:30
253,ENG,ENG103,Intermediate Composition,3.0,49,TSN,RA 01:00 PM - 02:30 PM,NAC305,40,ENG103,RA,01:00,02:30
253,ENG,ENG103,Intermediate Composition,3.0,5,FHs,ST 09:40 AM - 11:10 AM,NAC203,35,ENG103,ST,09:40,11:10
253,ENG,ENG103,Intermediate Composition,3.0,50,TBA,ST 08:00 AM - 09:30 AM,NTR304,35,ENG103,ST,08:00,09:30
253,ENG,ENG103,Intermediate Composition,3.0,51,STSd,RA 09:40 AM - 11:10 AM,NAC310,40,ENG103,RA,09:40,11:10
253,ENG,ENG103,Intermediate Composition,3.0,52,TBA,RA 11:20 AM - 12:50 PM,NAC619,40,ENG103,RA,11:20,12:50
253,ENG,ENG103,Intermediate Composition,3.0,53,TBA,MW 04:20 PM - 05:50 PM,NAC206,40,ENG103,MW,04:20,05:50
253,ENG,ENG103,Intermediate Composition,3.0,54,TBA,ST 04:20 PM - 05:50 PM,NAC210,40,ENG103,ST,04:20,05:50
253,ENG,ENG103,Intermediate Composition,3.0,55,STSd,ST 04:20 PM - 05:50 PM,NAC305,40,ENG103,ST,04:20,05:50
253,ENG,ENG103,Intermediate Composition,3.0,56,RT1,RA 01:00 PM - 02:30 PM,NAC308,40,ENG103,RA,01:00,02:30
253,ENG,ENG103,Intermediate Composition,3.0,57,Szi,ST 01:00 PM - 02:30 PM,SAC306,0,ENG103,ST,01:00,02:30
253,ENG,ENG103,Intermediate Composition,3.0,58,FHs,ST 01:00 PM - 02:30 PM,SAC314,40,ENG103,ST,01:00,02:30
253,ENG,ENG103,Intermediate Composition,3.0,59,ALR,RA 11:20 AM - 12:50 PM,SAC202,35,ENG103,RA,11:20,12:50
253,ENG,ENG103,Intermediate Composition,3.0,6,AtB,ST 09:40 AM - 11:10 AM,NAC408,40,ENG103,ST,09:40,11:10
253,ENG,ENG103,Intermediate Composition,3.0,60,ALR,RA 11:20 AM - 12:50 PM,SAC304,40,ENG103,RA,11:20,12:50
253,ENG,ENG103,Intermediate Composition,3.0,61,RT1,RA 02:40 PM - 04:10 PM,SAC201,40,ENG103,RA,02:40,04:10
253,ENG,ENG103,Intermediate Composition,3.0,62,TBA,RA 04:20 PM - 05:50 PM,NAC210,40,ENG103,RA,04:20,05:50
253,ENG,ENG103,Intermediate Composition,3.0,63,TFR,RA 08:00 AM - 09:30 AM,NAC209,40,ENG103,RA,08:00,09:30
253,ENG,ENG103,Intermediate Composition,3.0,64,TFR,RA 09:40 AM - 11:10 AM,SAC309,35,ENG103,RA,09:40,11:10
253,ENG,ENG103,Intermediate Composition,3.0,65,TBA,RA 09:40 AM - 11:10 AM,SAC312,40,ENG103,RA,09:40,11:10
253,ENG,ENG103,Intermediate Composition,3.0,66,TBA,RA 01:00 PM - 02:30 PM,SAC304,40,ENG103,RA,01:00,02:30
253,ENG,ENG103,Intermediate Composition,3.0,67,TBA,ST 09:40 AM - 11:10 AM,NTR304,35,ENG103,ST,09:40,11:10
253,ENG,ENG103,Intermediate Composition,3.0,68,TBA,ST 11:20 AM - 12:50 PM,NTR304,35,ENG103,ST,11:20,12:50
253,ENG,ENG103,Intermediate Composition,3.0,69,TBA,ST 01:00 PM - 02:30 PM,NTR304,35,ENG103,ST,01:00,02:30
253,ENG,ENG103,Intermediate Composition,3.0,7,NCA,ST 04:20 PM - 05:50 PM,NAC313,40,ENG103,ST,04:20,05:50
253,ENG,ENG103,Intermediate Composition,3.0,70,TBA,ST 02:40 PM - 04:10 PM,NTR304,35,ENG103,ST,02:40,04:10
253,ENG,ENG103,Intermediate Composition,3.0,71,TBA,ST 04:20 PM - 05:50 PM,NTR304,35,ENG103,ST,04:20,05:50
253,ENG,ENG103,Intermediate Composition,3.0,72,TBA,MW 08:00 AM - 09:30 AM,NTR304,35,ENG103,MW,08:00,09:30
253,ENG,ENG103,Intermediate Composition,3.0,73,TBA,MW 09:40 AM - 11:10 AM,NTR304,35,ENG103,MW,09:40,11:10
253,ENG,ENG103,Intermediate Composition,3.0,74,TBA,MW 02:40 PM - 04:10 PM,NTR304,35,ENG103,MW,02:40,04:10
253,ENG,ENG103,Intermediate Composition,3.0,75,TBA,MW 04:20 PM - 05:50 PM,NTR304,35,ENG103,MW,04:20,05:50
253,ENG,ENG103,Intermediate Composition,3.0,76,TBA,RA 08:00 AM - 09:30 AM,NTR304,35,ENG103,RA,08:00,09:30
253,ENG,ENG103,Intermediate Composition,3.0,77,TBA,RA 09:40 AM - 11:10 AM,NTR304,35,ENG103,RA,09:40,11:10
253,ENG,ENG103,Intermediate Composition,3.0,78,TBA,RA 11:20 AM - 12:50 PM,NTR304,35,ENG103,RA,11:20,12:50
253,ENG,ENG103,Intermediate Composition,3.0,79,TBA,RA 04:20 PM - 05:50 PM,NTR304,35,ENG103,RA,04:20,05:50
253,ENG,ENG103,Intermediate Composition,3.0,8,SSA2,ST 04:20 PM - 05:50 PM,NAC408,40,ENG103,ST,04:20,05:50
253,ENG,ENG103,Intermediate Composition,3.0,9,MSAM,MW 08:00 AM - 09:30 AM,NAC213,35,ENG103,MW,08:00,09:30
253,ENG,ENG105,Advanced Composition,3.0,1,Ndm,ST 08:00 AM - 09:30 AM,NAC302,40,ENG105,ST,08:00,09:30
253,ENG,ENG105,Advanced Composition,3.0,10,NSL,RA 08:00 AM - 09:30 AM,NAC214,35,ENG105,RA,08:00,09:30
253,ENG,ENG105,Advanced Composition,3.0,11,MZ,RA 08:00 AM - 09:30 AM,NAC302,40,ENG105,RA,08:00,09:30
253,ENG,ENG105,Advanced Composition,3.0,12,NSj,RA 08:00 AM - 09:30 AM,NAC314,40,ENG105,RA,08:00,09:30
253,ENG,ENG105,Advanced Composition,3.0,13,ZNP,RA 08:00 AM - 09:30 AM,NAC408,40,ENG105,RA,08:00,09:30
253,ENG,ENG105,Advanced Composition,3.0,14,SOU,RA 09:40 AM - 11:10 AM,NAC203,35,ENG105,RA,09:40,11:10
253,ENG,ENG105,Advanced Composition,3.0,15,NSj,RA 09:40 AM - 11:10 AM,NAC314,40,ENG105,RA,09:40,11:10
253,ENG,ENG105,Advanced Composition,3.0,16,SHq,RA 09:40 AM - 11:10 AM,NAC408,40,ENG105,RA,09:40,11:10
253,ENG,ENG105,Advanced Composition,3.0,17,MCY,RA 11:20 AM - 12:50 PM,NAC302,40,ENG105,RA,11:20,12:50
253,ENG,ENG105,Advanced Composition,3.0,18,STSD,RA 01:00 PM - 02:30 PM,NAC313,40,ENG105,RA,01:00,02:30
253,ENG,ENG105,Advanced Composition,3.0,19,MCY,RA 02:40 PM - 04:10 PM,NAC302,40,ENG105,RA,02:40,04:10
253,ENG,ENG105,Advanced Composition,3.0,2,FTN,ST 08:00 AM - 09:30 AM,NAC514,40,ENG105,ST,08:00,09:30
253,ENG,ENG105,Advanced Composition,3.0,20,STSD,RA 02:40 PM - 04:10 PM,NAC313,40,ENG105,RA,02:40,04:10
253,ENG,ENG105,Advanced Composition,3.0,21,RAI,RA 04:20 PM - 05:50 PM,NAC202,35,ENG105,RA,04:20,05:50
253,ENG,ENG105,Advanced Composition,3.0,22,SLI,RA 04:20 PM - 05:50 PM,NAC514,40,ENG105,RA,04:20,05:50
253,ENG,ENG105,Advanced Composition,3.0,23,FTN,MW 01:00 PM - 02:30 PM,SAC309,35,ENG105,MW,01:00,02:30
253,ENG,ENG105,Advanced Composition,3.0,24,TBA,MW 01:00 PM - 02:30 PM,NTR304,35,ENG105,MW,01:00,02:30
253,ENG,ENG105,Advanced Composition,3.0,26,TBA,MW 11:20 AM - 12:50 PM,NTR304,35,ENG105,MW,11:20,12:50
253,ENG,ENG105,Advanced Composition,3.0,3,Ndm,ST 09:40 AM - 11:10 AM,NAC302,40,ENG105,ST,09:40,11:10
253,ENG,ENG105,Advanced Composition,3.0,4,PMZ,ST 04:20 PM - 05:50 PM,NAC302,40,ENG105,ST,04:20,05:50
253,ENG,ENG105,Advanced Composition,3.0,5,HMe,MW 08:00 AM - 09:30 AM,NAC408,40,ENG105,MW,08:00,09:30
253,ENG,ENG105,Advanced Composition,3.0,6,HMe,MW 09:40 AM - 11:10 AM,NAC408,40,ENG105,MW,09:40,11:10
253,ENG,ENG105,Advanced Composition,3.0,7,HKH,MW 01:00 PM - 02:30 PM,NAC408,40,ENG105,MW,01:00,02:30
253,ENG,ENG105,Advanced Composition,3.0,8,LMh,MW 04:20 PM - 05:50 PM,NAC302,40,ENG105,MW,04:20,05:50
253,ENG,ENG105,Advanced Composition,3.0,9,KHU,MW 04:20 PM - 05:50 PM,NAC515,40,ENG105,MW,04:20,05:50
253,ENG,ENG111,Public Speaking,3.0,1,KSS,ST 04:20 PM - 05:50 PM,NAC214,35,ENG111,ST,04:20,05:50
253,ENG,ENG111,Public Speaking,3.0,10,KSS,MW 04:20 PM - 05:50 PM,NAC214,35,ENG111,MW,04:20,05:50
253,ENG,ENG111,Public Speaking,3.0,11,TAA,RA 11:20 AM - 12:50 PM,NAC514,40,ENG111,RA,11:20,12:50
253,ENG,ENG111,Public Speaking,3.0,12,TAA,RA 01:00 PM - 02:30 PM,NAC514,40,ENG111,RA,01:00,02:30
253,ENG,ENG111,Public Speaking,3.0,13,SZn,RA 02:40 PM - 04:10 PM,NAC515,40,ENG111,RA,02:40,04:10
253,ENG,ENG111,Public Speaking,3.0,14,SZn,RA 04:20 PM - 05:50 PM,NAC515,40,ENG111,RA,04:20,05:50
253,ENG,ENG111,Public Speaking,3.0,15,FzM,MW 04:20 PM - 05:50 PM,NAC301,40,ENG111,MW,04:20,05:50
253,ENG,ENG111,Public Speaking,3.0,16,FJN,ST 04:20 PM - 05:50 PM,SAC309,35,ENG111,ST,04:20,05:50
253,ENG,ENG111,Public Speaking,3.0,2,LMh,ST 04:20 PM - 05:50 PM,NAC514,40,ENG111,ST,04:20,05:50
253,ENG,ENG111,Public Speaking,3.0,3,FTN,MW 08:00 AM - 09:30 AM,NAC214,35,ENG111,MW,08:00,09:30
253,ENG,ENG111,Public Speaking,3.0,4,NSj,MW 08:00 AM - 09:30 AM,NAC314,40,ENG111,MW,08:00,09:30
253,ENG,ENG111,Public Speaking,3.0,5,MNK,MW 09:40 AM - 11:10 AM,NAC203,35,ENG111,MW,09:40,11:10
253,ENG,ENG111,Public Speaking,3.0,6,NSj,MW 09:40 AM - 11:10 AM,NAC314,40,ENG111,MW,09:40,11:10
253,ENG,ENG111,Public Speaking,3.0,7,MNK,MW 11:20 AM - 12:50 PM,NAC203,35,ENG111,MW,11:20,12:50
253,ENG,ENG111,Public Speaking,3.0,8,NCA,MW 02:40 PM - 04:10 PM,NAC213,35,ENG111,MW,02:40,04:10
253,ENG,ENG111,Public Speaking,3.0,9,NCA,MW 04:20 PM - 05:50 PM,NAC213,35,ENG111,MW,04:20,05:50
253,ENG,ENG115,Introduction to Literature,3.0,1,HSh,ST 08:00 AM - 09:30 AM,NAC601,40,ENG115,ST,08:00,09:30
253,ENG,ENG115,Introduction to Literature,3.0,10,AtB,MW 01:00 PM - 02:30 PM,NAC302,40,ENG115,MW,01:00,02:30
253,ENG,ENG115,Introduction to Literature,3.0,11,SSA2,MW 02:40 PM - 04:10 PM,NAC514,40,ENG115,MW,02:40,04:10
253,ENG,ENG115,Introduction to Literature,3.0,2,FTN,ST 11:20 AM - 12:50 PM,NAC313,40,ENG115,ST,11:20,12:50
253,ENG,ENG115,Introduction to Literature,3.0,3,MOE,ST 01:00 PM - 02:30 PM,NAC213,35,ENG115,ST,01:00,02:30
253,ENG,ENG115,Introduction to Literature,3.0,4,AtB,ST 01:00 PM - 02:30 PM,NAC307,40,ENG115,ST,01:00,02:30
253,ENG,ENG115,Introduction to Literature,3.0,5,LMh,ST 01:00 PM - 02:30 PM,NAC515,40,ENG115,ST,01:00,02:30
253,ENG,ENG115,Introduction to Literature,3.0,6,KHU,ST 02:40 PM - 04:10 PM,NAC203,35,ENG115,ST,02:40,04:10
253,ENG,ENG115,Introduction to Literature,3.0,7,NCA,ST 02:40 PM - 04:10 PM,NAC213,35,ENG115,ST,02:40,04:10
253,ENG,ENG115,Introduction to Literature,3.0,8,HSh,MW 08:00 AM - 09:30 AM,NAC601,40,ENG115,MW,08:00,09:30
253,ENG,ENG115,Introduction to Literature,3.0,9,LMh,MW 01:00 PM - 02:30 PM,NAC213,35,ENG115,MW,01:00,02:30
253,ENG,ENG210,Introduction to Linguistics,3.0,1,SNu,MW 09:40 AM - 11:10 AM,NAC515,40,ENG210,MW,09:40,11:10
253,ENG,ENG210,Introduction to Linguistics,3.0,2,SNu,MW 11:20 AM - 12:50 PM,NAC990,40,ENG210,MW,11:20,12:50
253,ENG,ENG210,Introduction to Linguistics,3.0,3,PMZ,MW 01:00 PM - 02:30 PM,NAC214,35,ENG210,MW,01:00,02:30
253,ENG,ENG216,Research Methodology for Humanities,3.0,1,SRO,MW 11:20 AM - 12:50 PM,NAC302,40,ENG216,MW,11:20,12:50
253,ENG,ENG216,Research Methodology for Humanities,3.0,2,HMe,ST 08:00 AM - 09:30 AM,NAC313,40,ENG216,ST,08:00,09:30
253,ENG,ENG220,Introduction to Fiction,3.0,1,SSA2,ST 02:40 PM - 04:10 PM,NAC408,40,ENG220,ST,02:40,04:10
253,ENG,ENG220,Introduction to Fiction,3.0,2,KHU,ST 04:20 PM - 05:50 PM,NAC515,40,ENG220,ST,04:20,05:50
253,ENG,ENG230,Introduction to Poetry,3.0,1,HSh,ST 09:40 AM - 11:10 AM,NAC601,40,ENG230,ST,09:40,11:10
253,ENG,ENG230,Introduction to Poetry,3.0,2,KHU,MW 01:00 PM - 02:30 PM,NAC515,40,ENG230,MW,01:00,02:30
253,ENG,ENG230,Introduction to Poetry,3.0,3,TBA,ST 04:20 PM - 05:50 PM,NAC314,40,ENG230,ST,04:20,05:50
253,ENG,ENG260,Introduction to Literary Theory,3.0,1,HSh,MW 09:40 AM - 11:10 AM,NAC601,40,ENG260,MW,09:40,11:10
253,ENG,ENG302,Phonetics & Phonology,3.0,1,SHq,RA 11:20 AM - 12:50 PM,NAC408,40,ENG302,RA,11:20,12:50
253,ENG,ENG302,Phonetics & Phonology,3.0,2,SPn,ST 01:00 PM - 02:30 PM,NAC314,40,ENG302,ST,01:00,02:30
253,ENG,ENG307,Semantics & Pragmatics,3.0,1,SPn,MW 08:00 AM - 09:30 AM,NAC313,40,ENG307,MW,08:00,09:30
253,ENG,ENG334,Sociolinguistics,3.0,1,MHn,ST 11:20 AM - 12:50 PM,NAC408,40,ENG334,ST,11:20,12:50
253,ENV,ENV107,Introduction to Environmental Science,3.0,1,Sud,MW 11:20 AM - 12:50 PM,NAC311,0,ENV107,MW,11:20,12:50
253,ENV,ENV107,Introduction to Environmental Science,3.0,10,LIZN,ST 04:20 PM - 05:50 PM,SAC306,35,ENV107,ST,04:20,05:50
253,ENV,ENV107,Introduction to Environmental Science,3.0,11,RMKN,ST 08:00 AM - 09:30 AM,NAC211,70,ENV107,ST,08:00,09:30
253,ENV,ENV107,Introduction to Environmental Science,3.0,12,RMKN,ST 09:40 AM - 11:10 AM,OAT602,70,ENV107,ST,09:40,11:10
253,ENV,ENV107,Introduction to Environmental Science,3.0,13,TBA,ST 11:20 AM - 12:50 PM,SAC312,0,ENV107,ST,11:20,12:50
253,ENV,ENV107,Introduction to Environmental Science,3.0,14,YKB,ST 08:00 AM - 09:30 AM,SAC312,35,ENV107,ST,08:00,09:30
253,ENV,ENV107,Introduction to Environmental Science,3.0,15,YKB,MW 08:00 AM - 09:30 AM,SAC203,35,ENV107,MW,08:00,09:30
253,ENV,ENV107,Introduction to Environmental Science,3.0,16,EAA,MW 09:40 AM - 11:10 AM,OAT601,70,ENV107,MW,09:40,11:10
253,ENV,ENV107,Introduction to Environmental Science,3.0,17,EAA,MW 11:20 AM - 12:50 PM,OAT601,70,ENV107,MW,11:20,12:50
253,ENV,ENV107,Introduction to Environmental Science,3.0,19,NEM,ST 09:40 AM - 11:10 AM,OAT601,70,ENV107,ST,09:40,11:10
253,ENV,ENV107,Introduction to Environmental Science,3.0,2,NAKN,ST 08:00 AM - 09:30 AM,OAT602,70,ENV107,ST,08:00,09:30
253,ENV,ENV107,Introduction to Environmental Science,3.0,20,NEM,MW 08:00 AM - 09:30 AM,OAT601,70,ENV107,MW,08:00,09:30
253,ENV,ENV107,Introduction to Environmental Science,3.0,21,RzR,MW 11:20 AM - 12:50 PM,NAC517,70,ENV107,MW,11:20,12:50
253,ENV,ENV107,Introduction to Environmental Science,3.0,22,RzR,MW 01:00 PM - 02:30 PM,OAT601,70,ENV107,MW,01:00,02:30
253,ENV,ENV107,Introduction to Environmental Science,3.0,24,ARK,RA 09:40 AM - 11:10 AM,NAC211,70,ENV107,RA,09:40,11:10
253,ENV,ENV107,Introduction to Environmental Science,3.0,27,MpR,RA 11:20 AM - 12:50 PM,SAC314,35,ENV107,RA,11:20,12:50
253,ENV,ENV107,Introduction to Environmental Science,3.0,28,MpR,RA 01:00 PM - 02:30 PM,SAC314,35,ENV107,RA,01:00,02:30
253,ENV,ENV107,Introduction to Environmental Science,3.0,29,AfI2,MW 04:20 PM - 05:50 PM,SAC513,35,ENV107,MW,04:20,05:50
253,ENV,ENV107,Introduction to Environmental Science,3.0,3,NAKN,ST 02:40 PM - 04:10 PM,OAT602,70,ENV107,ST,02:40,04:10
253,ENV,ENV107,Introduction to Environmental Science,3.0,30,KAI,MW 11:20 AM - 12:50 PM,SAC513,35,ENV107,MW,11:20,12:50
253,ENV,ENV107,Introduction to Environmental Science,3.0,31,KAI,MW 01:00 PM - 02:30 PM,SAC513,35,ENV107,MW,01:00,02:30
253,ENV,ENV107,Introduction to Environmental Science,3.0,37,TMI,RA 09:40 AM - 11:10 AM,OAT601,70,ENV107,RA,09:40,11:10
253,ENV,ENV107,Introduction to Environmental Science,3.0,38,TMI,RA 11:20 AM - 12:50 PM,OAT601,70,ENV107,RA,11:20,12:50
253,ENV,ENV107,Introduction to Environmental Science,3.0,39,SSm1,ST 04:20 PM - 05:50 PM,SAC305,35,ENV107,ST,04:20,05:50
253,ENV,ENV107,Introduction to Environmental Science,3.0,42,TBA,RA 04:20 PM - 05:50 PM,NAC211,70,ENV107,RA,04:20,05:50
253,ENV,ENV107,Introduction to Environmental Science,3.0,44,TBA,RA 01:00 PM - 02:30 PM,SAC312,0,ENV107,RA,01:00,02:30
253,ENV,ENV107,Introduction to Environmental Science,3.0,45,TBA,MW 02:40 PM - 04:10 PM,SAC513,0,ENV107,MW,02:40,04:10
253,ENV,ENV107,Introduction to Environmental Science,3.0,46,ARK,RA 11:20 AM - 12:50 PM,NAC211,45,ENV107,RA,11:20,12:50
253,ENV,ENV107,Introduction to Environmental Science,3.0,5,Mdo,ST 11:20 AM - 12:50 PM,NAC311,0,ENV107,ST,11:20,12:50
253,ENV,ENV107,Introduction to Environmental Science,3.0,6,Mdo,ST 02:40 PM - 04:10 PM,NAC311,0,ENV107,ST,02:40,04:10
253,ENV,ENV107,Introduction to Environmental Science,3.0,7,Mdo,ST 09:40 AM - 11:10 AM,SAC306,35,ENV107,ST,09:40,11:10
253,ENV,ENV107,Introduction to Environmental Science,3.0,8,Hmk1,RA 09:40 AM - 11:10 AM,NAC311,70,ENV107,RA,09:40,11:10
253,ENV,ENV107,Introduction to Environmental Science,3.0,9,Hmk1,RA 04:20 PM - 05:50 PM,OAT602,70,ENV107,RA,04:20,05:50
253,ENV,ENV107L,Introduction to Environmental Science,1.0,1,YKB,ST 01:00 PM - 02:30 PM,SAC726_V,18,ENV107L,ST,01:00,02:30
253,ENV,ENV107L,Introduction to Environmental Science,1.0,10,ASA2,RA 08:00 AM - 09:30 AM,SAC726,18,ENV107L,RA,08:00,09:30
253,ENV,ENV107L,Introduction to Environmental Science,1.0,11,ASA2,RA 09:40 AM - 11:10 AM,SAC726,18,ENV107L,RA,09:40,11:10
253,ENV,ENV107L,Introduction to Environmental Science,1.0,12,ASA2,RA 11:20 AM - 12:50 PM,SAC726,18,ENV107L,RA,11:20,12:50
253,ENV,ENV107L,Introduction to Environmental Science,1.0,13,ASA2,RA 08:00 AM - 09:30 AM,SAC726_V,18,ENV107L,RA,08:00,09:30
253,ENV,ENV107L,Introduction to Environmental Science,1.0,14,ASA2,RA 09:40 AM - 11:10 AM,SAC726_V,18,ENV107L,RA,09:40,11:10
253,ENV,ENV107L,Introduction to Environmental Science,1.0,15,ASA2,RA 11:20 AM - 12:50 PM,SAC726_V,18,ENV107L,RA,11:20,12:50
253,ENV,ENV107L,Introduction to Environmental Science,1.0,16,ASA2,RA 08:00 AM - 09:30 AM,SAC726_V1,18,ENV107L,RA,08:00,09:30
253,ENV,ENV107L,Introduction to Environmental Science,1.0,17,ASA2,RA 09:40 AM - 11:10 AM,SAC726_V1,18,ENV107L,RA,09:40,11:10
253,ENV,ENV107L,Introduction to Environmental Science,1.0,18,ASA2,RA 11:20 AM - 12:50 PM,SAC726_V1,18,ENV107L,RA,11:20,12:50
253,ENV,ENV107L,Introduction to Environmental Science,1.0,19,KBs,MW 01:00 PM - 02:30 PM,SAC726,18,ENV107L,MW,01:00,02:30
253,ENV,ENV107L,Introduction to Environmental Science,1.0,2,YKB,ST 02:40 PM - 04:10 PM,SAC726_V,18,ENV107L,ST,02:40,04:10
253,ENV,ENV107L,Introduction to Environmental Science,1.0,20,KBs,MW 02:40 PM - 04:10 PM,SAC726,18,ENV107L,MW,02:40,04:10
253,ENV,ENV107L,Introduction to Environmental Science,1.0,21,KBs,MW 04:20 PM - 05:50 PM,SAC726,18,ENV107L,MW,04:20,05:50
253,ENV,ENV107L,Introduction to Environmental Science,1.0,22,KBs,MW 01:00 PM - 02:30 PM,SAC726_V,18,ENV107L,MW,01:00,02:30
253,ENV,ENV107L,Introduction to Environmental Science,1.0,23,KBs,MW 02:40 PM - 04:10 PM,SAC726_V,18,ENV107L,MW,02:40,04:10
253,ENV,ENV107L,Introduction to Environmental Science,1.0,24,KBs,MW 04:20 PM - 05:50 PM,SAC726_V,18,ENV107L,MW,04:20,05:50
253,ENV,ENV107L,Introduction to Environmental Science,1.0,25,KBs,MW 01:00 PM - 02:30 PM,SAC726_V1,18,ENV107L,MW,01:00,02:30
253,ENV,ENV107L,Introduction to Environmental Science,1.0,26,KBs,MW 02:40 PM - 04:10 PM,SAC726_V1,18,ENV107L,MW,02:40,04:10
253,ENV,ENV107L,Introduction to Environmental Science,1.0,28,MNA3,RA 01:00 PM - 02:30 PM,SAC726,18,ENV107L,RA,01:00,02:30
253,ENV,ENV107L,Introduction to Environmental Science,1.0,29,MNA3,RA 02:40 PM - 04:10 PM,SAC726,18,ENV107L,RA,02:40,04:10
253,ENV,ENV107L,Introduction to Environmental Science,1.0,3,YKB,ST 04:20 PM - 05:50 PM,SAC726_V,18,ENV107L,ST,04:20,05:50
253,ENV,ENV107L,Introduction to Environmental Science,1.0,30,MNA3,RA 04:20 PM - 05:50 PM,SAC726,18,ENV107L,RA,04:20,05:50
253,ENV,ENV107L,Introduction to Environmental Science,1.0,31,MNA3,RA 01:00 PM - 02:30 PM,SAC726_V,18,ENV107L,RA,01:00,02:30
253,ENV,ENV107L,Introduction to Environmental Science,1.0,32,MNA3,RA 02:40 PM - 04:10 PM,SAC726_V,18,ENV107L,RA,02:40,04:10
253,ENV,ENV107L,Introduction to Environmental Science,1.0,33,MNA3,RA 04:20 PM - 05:50 PM,SAC726_V,18,ENV107L,RA,04:20,05:50
253,ENV,ENV107L,Introduction to Environmental Science,1.0,34,AHMN,RA 01:00 PM - 02:30 PM,SAC726_V1,18,ENV107L,RA,01:00,02:30
253,ENV,ENV107L,Introduction to Environmental Science,1.0,35,AHMN,RA 02:40 PM - 04:10 PM,SAC726_V1,18,ENV107L,RA,02:40,04:10
