semesterCode,departmentCode,courseCode,courseTitle,courseCredit,section,facultyCode,time,room,seatCapacity,course_upper,dayOfWeek,start,end
253,ENV,ENV107L,Introduction to Environmental Science,1.0,36,AHMN,RA 04:20 PM - 05:50 PM,SAC726_V1,18,ENV107L,RA,04:20,05:50
253,ENV,ENV107L,Introduction to Environmental Science,1.0,37,AHMN,MW 08:00 AM - 09:30 AM,SAC726,18,ENV107L,MW,08:00,09:30
253,ENV,ENV107L,Introduction to Environmental Science,1.0,38,AHMN,MW 09:40 AM - 11:10 AM,SAC726,18,ENV107L,MW,09:40,11:10
253,ENV,ENV107L,Introduction to Environmental Science,1.0,39,AHMN,MW 11:20 AM - 12:50 PM,SAC726,18,ENV107L,MW,11:20,12:50
253,ENV,ENV107L,Introduction to Environmental Science,1.0,4,YKB,ST 01:00 PM - 02:30 PM,SAC726_V1,18,ENV107L,ST,01:00,02:30
253,ENV,ENV107L,Introduction to Environmental Science,1.0,40,AHMN,MW 08:00 AM - 09:30 AM,SAC726_V,18,ENV107L,MW,08:00,09:30
253,ENV,ENV107L,Introduction to Environmental Science,1.0,41,AHMN,MW 09:40 AM - 11:10 AM,SAC726_V,18,ENV107L,MW,09:40,11:10
253,ENV,ENV107L,Introduction to Environmental Science,1.0,42,AHMN,MW 11:20 AM - 12:50 PM,SAC726_V,18,ENV107L,MW,11:20,12:50
253,ENV,ENV107L,Introduction to Environmental Science,1.0,43,SSm1,ST 08:00 AM - 09:30 AM,SAC726,18,ENV107L,ST,08:00,09:30
253,ENV,ENV107L,Introduction to Environmental Science,1.0,44,SSm1,ST 09:40 AM - 11:10 AM,SAC726,18,ENV107L,ST,09:40,11:10
253,ENV,ENV107L,Introduction to Environmental Science,1.0,45,SSm1,ST 11:20 AM - 12:50 PM,SAC726,18,ENV107L,ST,11:20,12:50
253,ENV,ENV107L,Introduction to Environmental Science,1.0,5,YKB,ST 02:40 PM - 04:10 PM,SAC726_V1,18,ENV107L,ST,02:40,04:10
253,ENV,ENV107L,Introduction to Environmental Science,1.0,6,YKB,ST 04:20 PM - 05:50 PM,SAC726_V1,18,ENV107L,ST,04:20,05:50
253,ACT,FIN254,Introduction to Financial Management,3.0,15,TBA,RA 02:40 PM - 04:10 PM,NAC411,40,FIN254,RA,02:40,04:10
253,ACT,FIN254,Introduction to Financial Management,3.0,16,TBA,RA 04:20 PM - 05:50 PM,NAC411,40,FIN254,RA,04:20,05:50
253,ACT,FIN254,Introduction to Financial Management,3.0,17,TBA,MW 08:00 AM - 09:30 AM,NAC309,40,FIN254,MW,08:00,09:30
253,ACT,FIN254,Introduction to Financial Management,3.0,18,TBA,RA 11:20 AM - 12:50 PM,NAC410,40,FIN254,RA,11:20,12:50
253,ACT,FIN254,Introduction to Financial Management,3.0,19,TBA,RA 09:40 AM - 11:10 AM,NAC507,40,FIN254,RA,09:40,11:10
253,ACT,FIN254,Introduction to Financial Management,3.0,2,ARm,MW 01:00 PM - 02:30 PM,NAC206,40,FIN254,MW,01:00,02:30
253,ACT,FIN254,Introduction to Financial Management,3.0,20,TBA,RA 11:20 AM - 12:50 PM,NAC309,40,FIN254,RA,11:20,12:50
253,ACT,FIN254,Introduction to Financial Management,3.0,21,TBA,RA 04:20 PM - 05:50 PM,NAC310,40,FIN254,RA,04:20,05:50
253,ACT,FIN254,Introduction to Financial Management,3.0,22,TBA,RA 08:00 AM - 09:30 AM,NAC310,40,FIN254,RA,08:00,09:30
253,ACT,FIN254,Introduction to Financial Management,3.0,3,ARm,MW 02:40 PM - 04:10 PM,NAC206,40,FIN254,MW,02:40,04:10
253,ACT,FIN254,Introduction to Financial Management,3.0,4,Asy,ST 09:40 AM - 11:10 AM,NAC510,40,FIN254,ST,09:40,11:10
253,ACT,FIN254,Introduction to Financial Management,3.0,5,IAC,ST 08:00 AM - 09:30 AM,NAC508,40,FIN254,ST,08:00,09:30
253,ACT,FIN254,Introduction to Financial Management,3.0,6,MdM,MW 09:40 AM - 11:10 AM,NAC309,40,FIN254,MW,09:40,11:10
253,ACT,FIN254,Introduction to Financial Management,3.0,7,MRE,MW 02:40 PM - 04:10 PM,NAC411,40,FIN254,MW,02:40,04:10
253,ACT,FIN254,Introduction to Financial Management,3.0,8,NNh,ST 09:40 AM - 11:10 AM,NAC309,40,FIN254,ST,09:40,11:10
253,ACT,FIN254,Introduction to Financial Management,3.0,9,NNh,ST 11:20 AM - 12:50 PM,NAC310,40,FIN254,ST,11:20,12:50
253,ACT,FIN410,Financial Statement Analysis,3.0,1,HAS,MW 02:40 PM - 04:10 PM,NAC309,40,FIN410,MW,02:40,04:10
253,ACT,FIN410,Financial Statement Analysis,3.0,2,HHq1,ST 02:40 PM - 04:10 PM,NAC410,40,FIN410,ST,02:40,04:10
253,ACT,FIN410,Financial Statement Analysis,3.0,3,HHq1,ST 11:20 AM - 12:50 PM,NAC309,40,FIN410,ST,11:20,12:50
253,ACT,FIN410,Financial Statement Analysis,3.0,4,MRE,MW 01:00 PM - 02:30 PM,NAC508,40,FIN410,MW,01:00,02:30
253,ACT,FIN410,Financial Statement Analysis,3.0,5,TBA,RA 09:40 AM - 11:10 AM,NAC601,40,FIN410,RA,09:40,11:10
253,ACT,FIN410,Financial Statement Analysis,3.0,6,TBA,RA 11:20 AM - 12:50 PM,NAC206,40,FIN410,RA,11:20,12:50
253,ACT,FIN433,Financial Markets and Institutions,3.0,1,Ahm,MW 08:00 AM - 09:30 AM,NAC206,40,FIN433,MW,08:00,09:30
253,ACT,FIN433,Financial Markets and Institutions,3.0,2,Ahm,MW 11:20 AM - 12:50 PM,NAC206,40,FIN433,MW,11:20,12:50
253,ACT,FIN433,Financial Markets and Institutions,3.0,3,HHq1,MW 01:00 PM - 02:30 PM,NAC410,40,FIN433,MW,01:00,02:30
253,ACT,FIN433,Financial Markets and Institutions,3.0,4,HHq1,MW 02:40 PM - 04:10 PM,NAC310,40,FIN433,MW,02:40,04:10
253,ACT,FIN433,Financial Markets and Institutions,3.0,5,Hmu,ST 08:00 AM - 09:30 AM,NAC510,40,FIN433,ST,08:00,09:30
253,ACT,FIN433,Financial Markets and Institutions,3.0,6,Hmu,ST 09:40 AM - 11:10 AM,NAC508,40,FIN433,ST,09:40,11:10
253,ACT,FIN433,Financial Markets and Institutions,3.0,7,SnT,ST 11:20 AM - 12:50 PM,NAC508,40,FIN433,ST,11:20,12:50
253,ACT,FIN435,Investment Theory,3.0,1,HAS,ST 02:40 PM - 04:10 PM,NAC310,40,FIN435,ST,02:40,04:10
253,ACT,FIN435,Investment Theory,3.0,2,Hmu,MW 08:00 AM - 09:30 AM,NAC310,40,FIN435,MW,08:00,09:30
253,ACT,FIN435,Investment Theory,3.0,3,Hmu,MW 09:40 AM - 11:10 AM,NAC211,80,FIN435,MW,09:40,11:10
253,ACT,FIN435,Investment Theory,3.0,4,MdM,ST 09:40 AM - 11:10 AM,NAC410,40,FIN435,ST,09:40,11:10
253,ACT,FIN435,Investment Theory,3.0,5,MNl1,MW 09:40 AM - 11:10 AM,NAC307,40,FIN435,MW,09:40,11:10
253,ACT,FIN435,Investment Theory,3.0,6,MNl1,MW 11:20 AM - 12:50 PM,NAC307,40,FIN435,MW,11:20,12:50
253,ACT,FIN440,Corporate Finance,3.0,1,Asy,ST 01:00 PM - 02:30 PM,NAC410,40,FIN440,ST,01:00,02:30
253,ACT,FIN440,Corporate Finance,3.0,2,FJM,MW 04:20 PM - 05:50 PM,NAC510,40,FIN440,MW,04:20,05:50
253,ACT,FIN440,Corporate Finance,3.0,3,HAS,MW 01:00 PM - 02:30 PM,NAC309,40,FIN440,MW,01:00,02:30
253,ACT,FIN440,Corporate Finance,3.0,4,MRE,RA 01:00 PM - 02:30 PM,NAC310,40,FIN440,RA,01:00,02:30
253,ACT,FIN440,Corporate Finance,3.0,5,MzF,ST 08:00 AM - 09:30 AM,NAC507,40,FIN440,ST,08:00,09:30
253,ACT,FIN440,Corporate Finance,3.0,6,Sys,ST 09:40 AM - 11:10 AM,NAC307,40,FIN440,ST,09:40,11:10
253,ACT,FIN440,Corporate Finance,3.0,7,Sys,ST 11:20 AM - 12:50 PM,NAC510,40,FIN440,ST,11:20,12:50
253,ACT,FIN440,Corporate Finance,3.0,8,Tks,ST 09:40 AM - 11:10 AM,NAC603,40,FIN440,ST,09:40,11:10
253,ACT,FIN444,International Financial Management,3.0,1,Ahm,ST 11:20 AM - 12:50 PM,NAC206,40,FIN444,ST,11:20,12:50
253,ACT,FIN444,International Financial Management,3.0,2,MzF,MW 08:00 AM - 09:30 AM,NAC507,40,FIN444,MW,08:00,09:30
253,ACT,FIN444,International Financial Management,3.0,3,MzF,MW 11:20 AM - 12:50 PM,NAC510,40,FIN444,MW,11:20,12:50
253,ACT,FIN444,International Financial Management,3.0,4,TNK,RA 01:00 PM - 02:30 PM,NAC309,40,FIN444,RA,01:00,02:30
253,ACT,FIN444,International Financial Management,3.0,5,TNK,RA 02:40 PM - 04:10 PM,NAC206,40,FIN444,RA,02:40,04:10
253,ACT,FIN444,International Financial Management,3.0,6,MBSr,RA 08:00 AM - 09:30 AM,NAC309,40,FIN444,RA,08:00,09:30
253,ACT,FIN455,Financial Modelling Using Excel,3.0,1,MzF,ST 09:40 AM - 11:10 AM,NAC310,40,FIN455,ST,09:40,11:10
253,ACT,FIN464,Bank Management,3.0,1,Ahm,ST 01:00 PM - 02:30 PM,NAC206,40,FIN464,ST,01:00,02:30
253,ACT,FIN464,Bank Management,3.0,2,MdM,MW 11:20 AM - 12:50 PM,NAC508,40,FIN464,MW,11:20,12:50
253,ACT,FIN464,Bank Management,3.0,3,TsA,MW 09:40 AM - 11:10 AM,NAC513,40,FIN464,MW,09:40,11:10
253,ACT,FIN464,Bank Management,3.0,4,TBA,RA 11:20 AM - 12:50 PM,NAC411,40,FIN464,RA,11:20,12:50
253,ACT,FIN480,Derivative Securities,3.0,1,Tks,MW 09:40 AM - 11:10 AM,NAC508,40,FIN480,MW,09:40,11:10
253,MBA,FIN635,Financial Analysis and Control,3.0,1,MdR,S 07:00 PM - 10:10 PM,NAC619A,35,FIN635,S,07:00,10:10
253,MBA,FIN637,Investment Theory,3.0,1,HMM,F 07:00 PM - 10:10 PM,NAC991,35,FIN637,F,07:00,10:10
253,MBA,FIN639,Corporate Finance,3.0,1,SHNM,W 07:00 PM - 10:10 PM,NAC620,35,FIN639,W,07:00,10:10
253,MBA,FIN642,Financial Markets and Institutions,3.0,1,Rma,F 09:00 AM - 12:30 PM,NAC619A,35,FIN642,F,09:00,12:30
253,MBA,FIN644,Commercial Bank Management,3.0,1,PKB,R 07:00 PM - 10:10 PM,NAC620,35,FIN644,R,07:00,10:10
253,MBA,FIN645,International  Financial Management,3.0,1,TNK,F 07:00 PM - 10:10 PM,NAC509,35,FIN645,F,07:00,10:10
253,MBA,FIN647,Financial Derivatives,3.0,1,Rma,A 07:00 PM - 10:10 PM,NAC619A,35,FIN647,A,07:00,10:10
253,MBA,FIN650,Project Appraisal,3.0,1,Aay,A 07:00 PM - 10:10 PM,NAC515,35,FIN650,A,07:00,10:10
253,DHP,HAS502,Contemporary South Asia,3.0,1,SLKN,R 11:20 AM - 02:30 PM,NAC1078,35,HAS502,R,11:20,02:30
253,DHP,HAS504,Urbanization in Modern Asia,3.0,2,ABS3,W 04:20 PM - 07:20 PM,NAC215,35,HAS504,W,04:20,07:20
253,DHP,HAS507,"Heritage, Museology & Archival Studies",3.0,1,MPN,M 04:20 PM - 07:30 PM,NAC215,35,HAS507,M,04:20,07:30
253,DHP,HAS512,"Modern China, Japan, and Malaysia",3.0,1,SaMS,A 11:20 AM - 02:30 PM,NAC1078,35,HAS512,A,11:20,02:30
253,DHP,HIS101,Bangladesh History and Culture,3.0,1,ZRS,ST 01:00 PM - 02:30 PM,NAC215,40,HIS101,ST,01:00,02:30
253,DHP,HIS101,Bangladesh History and Culture,3.0,10,Mbk1,ST 01:00 PM - 02:30 PM,NAC216,40,HIS101,ST,01:00,02:30
253,DHP,HIS101,Bangladesh History and Culture,3.0,11,ASZ,MW 08:00 AM - 09:30 AM,NAC1078,40,HIS101,MW,08:00,09:30
253,DHP,HIS101,Bangladesh History and Culture,3.0,12,ASZ,MW 11:20 AM - 12:50 PM,NAC1080,40,HIS101,MW,11:20,12:50
253,DHP,HIS101,Bangladesh History and Culture,3.0,14,ABP1,ST 01:00 PM - 02:30 PM,NAC619,40,HIS101,ST,01:00,02:30
253,DHP,HIS101,Bangladesh History and Culture,3.0,15,ZRS,MW 09:40 AM - 11:10 AM,NAC1078,40,HIS101,MW,09:40,11:10
253,DHP,HIS101,Bangladesh History and Culture,3.0,16,SLN,MW 04:20 PM - 05:50 PM,NAC407,40,HIS101,MW,04:20,05:50
253,DHP,HIS101,Bangladesh History and Culture,3.0,17,MbK1,ST 04:20 PM - 05:50 PM,NAC407,40,HIS101,ST,04:20,05:50
253,DHP,HIS101,Bangladesh History and Culture,3.0,2,ZRS,ST 02:40 PM - 04:10 PM,NAC215,40,HIS101,ST,02:40,04:10
253,DHP,HIS101,Bangladesh History and Culture,3.0,3,ZRS,MW 11:20 AM - 12:50 PM,NAC619,40,HIS101,MW,11:20,12:50
253,DHP,HIS101,Bangladesh History and Culture,3.0,4,ZRS,MW 02:40 PM - 04:10 PM,NAC619,40,HIS101,MW,02:40,04:10
253,DHP,HIS101,Bangladesh History and Culture,3.0,5,sln,ST 11:20 AM - 12:50 PM,NAC406,40,HIS101,ST,11:20,12:50
253,DHP,HIS101,Bangladesh History and Culture,3.0,6,SLN,ST 02:40 PM - 04:10 PM,NAC216,40,HIS101,ST,02:40,04:10
253,DHP,HIS101,Bangladesh History and Culture,3.0,7,SLN,MW 11:20 AM - 12:50 PM,NAC406,40,HIS101,MW,11:20,12:50
253,DHP,HIS101,Bangladesh History and Culture,3.0,8,SLN,MW 02:40 PM - 04:10 PM,NAC407,40,HIS101,MW,02:40,04:10
253,DHP,HIS101,Bangladesh History and Culture,3.0,9,MBK1,ST 11:20 AM - 12:50 PM,NAC216,40,HIS101,ST,11:20,12:50
253,DHP,HIS102,Introduction to World Civilization,3.0,1,SLKN,ST 09:40 AM - 11:10 AM,NAC621,40,HIS102,ST,09:40,11:10
253,DHP,HIS102,Introduction to World Civilization,3.0,10,AHB,MW 01:00 PM - 02:30 PM,NAC406,40,HIS102,MW,01:00,02:30
253,DHP,HIS102,Introduction to World Civilization,3.0,11,AHB,MW 04:20 PM - 05:50 PM,NAC406,40,HIS102,MW,04:20,05:50
253,DHP,HIS102,Introduction to World Civilization,3.0,12,ABS3,RA 02:40 PM - 04:10 PM,NAC1078,40,HIS102,RA,02:40,04:10
253,DHP,HIS102,Introduction to World Civilization,3.0,13,ABS3,RA 04:20 PM - 05:50 PM,NAC406,40,HIS102,RA,04:20,05:50
253,DHP,HIS102,Introduction to World Civilization,3.0,14,RHU,MW 01:00 PM - 02:30 PM,NAC215,40,HIS102,MW,01:00,02:30
253,DHP,HIS102,Introduction to World Civilization,3.0,15,RHU,MW 04:20 PM - 05:50 PM,NAC1080,40,HIS102,MW,04:20,05:50
253,DHP,HIS102,Introduction to World Civilization,3.0,16,Fkh,ST 08:00 AM - 09:30 AM,NAC1078,40,HIS102,ST,08:00,09:30
253,DHP,HIS102,Introduction to World Civilization,3.0,3,MPN,ST 11:20 AM - 12:50 PM,NAC1078,40,HIS102,ST,11:20,12:50
253,DHP,HIS102,Introduction to World Civilization,3.0,4,MPN,MW 01:00 PM - 02:30 PM,NAC407,40,HIS102,MW,01:00,02:30
253,DHP,HIS102,Introduction to World Civilization,3.0,5,AFRN,ST 11:20 AM - 12:50 PM,NAC407,40,HIS102,ST,11:20,12:50
253,DHP,HIS102,Introduction to World Civilization,3.0,6,AFRN,ST 02:40 PM - 04:10 PM,NAC407,40,HIS102,ST,02:40,04:10
253,DHP,HIS102,Introduction to World Civilization,3.0,7,IZN,ST 11:20 AM - 12:50 PM,NAC619,40,HIS102,ST,11:20,12:50
253,DHP,HIS102,Introduction to World Civilization,3.0,8,IZN,ST 02:40 PM - 04:10 PM,NAC406,40,HIS102,ST,02:40,04:10
253,DHP,HIS103,Emergence of Bangladesh,3.0,1,MBU,ST 09:40 AM - 11:10 AM,NAC1080,40,HIS103,ST,09:40,11:10
253,DHP,HIS103,Emergence of Bangladesh,3.0,10,AFRN,MW 01:00 PM - 02:30 PM,NAC1080,40,HIS103,MW,01:00,02:30
253,DHP,HIS103,Emergence of Bangladesh,3.0,11,IZN,MW 11:20 AM - 12:50 PM,NAC215,40,HIS103,MW,11:20,12:50
253,DHP,HIS103,Emergence of Bangladesh,3.0,12,IZN,MW 02:40 PM - 04:10 PM,NAC215,40,HIS103,MW,02:40,04:10
253,DHP,HIS103,Emergence of Bangladesh,3.0,13,MbK1,MW 11:20 AM - 12:50 PM,NAC603,40,HIS103,MW,11:20,12:50
253,DHP,HIS103,Emergence of Bangladesh,3.0,14,MbK1,MW 02:40 PM - 04:10 PM,NAC216,40,HIS103,MW,02:40,04:10
253,DHP,HIS103,Emergence of Bangladesh,3.0,15,MGRN,RA 08:00 AM - 09:30 AM,NAC601,40,HIS103,RA,08:00,09:30
253,DHP,HIS103,Emergence of Bangladesh,3.0,16,MGRN,RA 11:20 AM - 12:50 PM,NAC601,40,HIS103,RA,11:20,12:50
253,DHP,HIS103,Emergence of Bangladesh,3.0,18,TRH,RA 01:00 PM - 02:30 PM,NAC602,40,HIS103,RA,01:00,02:30
253,DHP,HIS103,Emergence of Bangladesh,3.0,19,TRH,RA 02:40 PM - 04:10 PM,NAC601,40,HIS103,RA,02:40,04:10
253,DHP,HIS103,Emergence of Bangladesh,3.0,2,SAMS,ST 09:40 AM - 11:10 AM,NAC216,40,HIS103,ST,09:40,11:10
253,DHP,HIS103,Emergence of Bangladesh,3.0,20,HyK1,RA 11:20 AM - 12:50 PM,NAC406,40,HIS103,RA,11:20,12:50
253,DHP,HIS103,Emergence of Bangladesh,3.0,22,SAR3,RA 08:00 AM - 09:30 AM,NAC1080,40,HIS103,RA,08:00,09:30
253,DHP,HIS103,Emergence of Bangladesh,3.0,23,SAR3,RA 09:40 AM - 11:10 AM,NAC1080,40,HIS103,RA,09:40,11:10
253,MAT,MAT116,Pre-Calculus,3.0,1,Mde,RA 11:20 AM - 12:50 PM,NAC505,0,MAT116,RA,11:20,12:50
253,MAT,MAT116,Pre-Calculus,3.0,11,MHSN,ST 08:00 AM - 09:30 AM,SAC203,0,MAT116,ST,08:00,09:30
253,MAT,MAT116,Pre-Calculus,3.0,12,REK,ST 08:00 AM - 09:30 AM,SAC211,0,MAT116,ST,08:00,09:30
253,MAT,MAT116,Pre-Calculus,3.0,14,Thr,RA 04:20 PM - 05:50 PM,NAC505,0,MAT116,RA,04:20,05:50
253,MAT,MAT116,Pre-Calculus,3.0,17,LSA,RA 06:00 PM - 07:30 PM,NAC307,0,MAT116,RA,06:00,07:30
253,MAT,MAT116,Pre-Calculus,3.0,18,Sdt,ST 04:20 PM - 05:50 PM,NAC208,0,MAT116,ST,04:20,05:50
253,MAT,MAT116,Pre-Calculus,3.0,19,Sdt,ST 06:00 PM - 07:30 PM,NAC208,0,MAT116,ST,06:00,07:30
253,MAT,MAT116,Pre-Calculus,3.0,2,Mde,RA 01:00 PM - 02:30 PM,NAC505,0,MAT116,RA,01:00,02:30
253,MAT,MAT116,Pre-Calculus,3.0,22,TBA,MW 04:20 PM - 05:50 PM,NAC505,0,MAT116,MW,04:20,05:50
253,MAT,MAT116,Pre-Calculus,3.0,24,MHSN,MW 04:20 PM - 05:50 PM,NAC508,0,MAT116,MW,04:20,05:50
253,MAT,MAT116,Pre-Calculus,3.0,28,MAHn,ST 08:00 AM - 09:30 AM,NAC409,0,MAT116,ST,08:00,09:30
253,MAT,MAT116,Pre-Calculus,3.0,3,AdA,RA 02:40 PM - 04:10 PM,SAC211,0,MAT116,RA,02:40,04:10
253,MAT,MAT116,Pre-Calculus,3.0,4,AdA,RA 04:20 PM - 05:50 PM,SAC211,0,MAT116,RA,04:20,05:50
253,MAT,MAT116,Pre-Calculus,3.0,7,MALn,MW 11:20 AM - 12:50 PM,NAC207,0,MAT116,MW,11:20,12:50
253,MAT,MAT116,Pre-Calculus,3.0,8,MALn,MW 01:00 PM - 02:30 PM,NAC505,0,MAT116,MW,01:00,02:30
253,MAT,MAT116,Pre-Calculus,3.0,9,MRM2,RA 01:00 PM - 02:30 PM,SAC201,40,MAT116,RA,01:00,02:30
253,MAT,MAT120,Calculus and Analytic Geometry-I,3.0,1,KKAr,MW 04:20 PM - 05:50 PM,NAC207,35,MAT120,MW,04:20,05:50
253,MAT,MAT120,Calculus and Analytic Geometry-I,3.0,10,AKAd,ST 11:20 AM - 12:50 PM,NAC208,35,MAT120,ST,11:20,12:50
253,MAT,MAT120,Calculus and Analytic Geometry-I,3.0,11,AKAd,ST 02:40 PM - 04:10 PM,SAC208,35,MAT120,ST,02:40,04:10
253,MAT,MAT120,Calculus and Analytic Geometry-I,3.0,12,MTM,ST 08:00 AM - 09:30 AM,SAC315,35,MAT120,ST,08:00,09:30
253,MAT,MAT120,Calculus and Analytic Geometry-I,3.0,13,MTM,ST 09:40 AM - 11:10 AM,SAC315,35,MAT120,ST,09:40,11:10
253,MAT,MAT120,Calculus and Analytic Geometry-I,3.0,16,LSA,RA 08:00 AM - 09:30 AM,SAC208,35,MAT120,RA,08:00,09:30
253,MAT,MAT120,Calculus and Analytic Geometry-I,3.0,17,TAa1,RA 08:00 AM - 09:30 AM,SAC211,35,MAT120,RA,08:00,09:30
253,MAT,MAT120,Calculus and Analytic Geometry-I,3.0,18,LIZN,ST 02:40 PM - 04:10 PM,SAC306,0,MAT120,ST,02:40,04:10
253,MAT,MAT120,Calculus and Analytic Geometry-I,3.0,19,LIZN,MW 09:40 AM - 11:10 AM,SAC312,0,MAT120,MW,09:40,11:10
253,MAT,MAT120,Calculus and Analytic Geometry-I,3.0,2,KKAr,MW 06:00 PM - 07:30 PM,NAC207,35,MAT120,MW,06:00,07:30
253,MAT,MAT120,Calculus and Analytic Geometry-I,3.0,22,ChH,RA 08:00 AM - 09:30 AM,SAC306,40,MAT120,RA,08:00,09:30
253,MAT,MAT120,Calculus and Analytic Geometry-I,3.0,23,ChH,RA 09:40 AM - 11:10 AM,SAC313,40,MAT120,RA,09:40,11:10
253,MAT,MAT120,Calculus and Analytic Geometry-I,3.0,6,NSr,MW 01:00 PM - 02:30 PM,NAC409,35,MAT120,MW,01:00,02:30
253,MAT,MAT120,Calculus and Analytic Geometry-I,3.0,7,NSr,MW 04:20 PM - 05:50 PM,NAC413,35,MAT120,MW,04:20,05:50
253,MAT,MAT120,Calculus and Analytic Geometry-I,3.0,8,REK,ST 01:00 PM - 02:30 PM,NAC409,35,MAT120,ST,01:00,02:30
253,MAT,MAT120,Calculus and Analytic Geometry-I,3.0,9,REK,ST 02:40 PM - 04:10 PM,NAC409,35,MAT120,ST,02:40,04:10
253,MAT,MAT125,Introduction to Linear Algebra,3.0,1,Fdw,RA 06:00 PM - 07:30 PM,NAC207,35,MAT125,RA,06:00,07:30
253,MAT,MAT125,Introduction to Linear Algebra,3.0,10,TAa1,RA 02:40 PM - 04:10 PM,NAC505,35,MAT125,RA,02:40,04:10
253,MAT,MAT125,Introduction to Linear Algebra,3.0,11,OMG,RA 11:20 AM - 12:50 PM,SAC315,35,MAT125,RA,11:20,12:50
253,MAT,MAT125,Introduction to Linear Algebra,3.0,12,OMG,RA 01:00 PM - 02:30 PM,NAC307,35,MAT125,RA,01:00,02:30
253,MAT,MAT125,Introduction to Linear Algebra,3.0,14,AHBn,MW 06:00 PM - 07:30 PM,SAC208,35,MAT125,MW,06:00,07:30
253,MAT,MAT125,Introduction to Linear Algebra,3.0,15,MSHS,MW 09:40 AM - 11:10 AM,NAC207,35,MAT125,MW,09:40,11:10
253,MAT,MAT125,Introduction to Linear Algebra,3.0,16,MSHS,MW 01:00 PM - 02:30 PM,SAC208,35,MAT125,MW,01:00,02:30
253,MAT,MAT125,Introduction to Linear Algebra,3.0,17,MSHS,MW 02:40 PM - 04:10 PM,SAC208,35,MAT125,MW,02:40,04:10
253,MAT,MAT125,Introduction to Linear Algebra,3.0,19,Fdw,RA 11:20 AM - 12:50 PM,NAC508,35,MAT125,RA,11:20,12:50
253,MAT,MAT125,Introduction to Linear Algebra,3.0,2,AUR,RA 08:00 AM - 09:30 AM,NAC410,35,MAT125,RA,08:00,09:30
253,MAT,MAT125,Introduction to Linear Algebra,3.0,20,TBA,ST 01:00 PM - 02:30 PM,NAC505,35,MAT125,ST,01:00,02:30
253,MAT,MAT125,Introduction to Linear Algebra,3.0,21,TBA,ST 02:40 PM - 04:10 PM,NAC207,35,MAT125,ST,02:40,04:10
253,MAT,MAT125,Introduction to Linear Algebra,3.0,3,AUR,RA 09:40 AM - 11:10 AM,SAC306,40,MAT125,RA,09:40,11:10
253,MAT,MAT125,Introduction to Linear Algebra,3.0,4,MS1,ST 08:00 AM - 09:30 AM,SAC208,35,MAT125,ST,08:00,09:30
253,MAT,MAT125,Introduction to Linear Algebra,3.0,5,MS1,ST 09:40 AM - 11:10 AM,NAC208,35,MAT125,ST,09:40,11:10
253,MAT,MAT125,Introduction to Linear Algebra,3.0,6,MFU,RA 01:00 PM - 02:30 PM,SAC315,35,MAT125,RA,01:00,02:30
253,MAT,MAT125,Introduction to Linear Algebra,3.0,7,MFU,RA 02:40 PM - 04:10 PM,SAC315,35,MAT125,RA,02:40,04:10
253,MAT,MAT125,Introduction to Linear Algebra,3.0,8,LSA,RA 09:40 AM - 11:10 AM,SAC208,35,MAT125,RA,09:40,11:10
253,MAT,MAT125,Introduction to Linear Algebra,3.0,9,TAa1,RA 01:00 PM - 02:30 PM,NAC508,35,MAT125,RA,01:00,02:30
253,MAT,MAT130,Calculus and Analytic Geometry-II,3.0,1,MHK3,RA 02:40 PM - 04:10 PM,SAC203,35,MAT130,RA,02:40,04:10
253,MAT,MAT130,Calculus and Analytic Geometry-II,3.0,10,AKAd,MW 02:40 PM - 04:10 PM,NAC505,35,MAT130,MW,02:40,04:10
253,MAT,MAT130,Calculus and Analytic Geometry-II,3.0,11,MTM,MW 08:00 AM - 09:30 AM,SAC315,35,MAT130,MW,08:00,09:30
253,MAT,MAT130,Calculus and Analytic Geometry-II,3.0,12,MTM,MW 09:40 AM - 11:10 AM,SAC315,35,MAT130,MW,09:40,11:10
253,MAT,MAT130,Calculus and Analytic Geometry-II,3.0,14,ZHn,ST 11:20 AM - 12:50 PM,NAC505,35,MAT130,ST,11:20,12:50
253,MAT,MAT130,Calculus and Analytic Geometry-II,3.0,15,THr,RA 11:20 AM - 12:50 PM,SAC203,35,MAT130,RA,11:20,12:50
253,MAT,MAT130,Calculus and Analytic Geometry-II,3.0,16,THr,RA 01:00 PM - 02:30 PM,NAC208,35,MAT130,RA,01:00,02:30
253,MAT,MAT130,Calculus and Analytic Geometry-II,3.0,18,SBW,RA 04:20 PM - 05:50 PM,NAC402,35,MAT130,RA,04:20,05:50
253,MAT,MAT130,Calculus and Analytic Geometry-II,3.0,2,BBn,RA 01:00 PM - 02:30 PM,SAC211,35,MAT130,RA,01:00,02:30
253,MAT,MAT130,Calculus and Analytic Geometry-II,3.0,3,BBn,RA 02:40 PM - 04:10 PM,SAC208,35,MAT130,RA,02:40,04:10
253,MAT,MAT130,Calculus and Analytic Geometry-II,3.0,5,MS1,MW 08:00 AM - 09:30 AM,SAC208,35,MAT130,MW,08:00,09:30
253,MAT,MAT130,Calculus and Analytic Geometry-II,3.0,6,MS1,MW 09:40 AM - 11:10 AM,NAC208,35,MAT130,MW,09:40,11:10
