id,semesterCode,studentNumber,courseCode,studentDepartment,addedOn,priority
675859,191,1512466,CSE215,42,2018-12-24 13:10:26,1
675861,191,1512466,CSE215L,42,2018-12-24 13:11:14,1
679463,191,1512466,EEE141,42,2018-12-26 21:22:26,1
679464,191,1512466,EEE141L,42,2018-12-26 21:22:26,1
679459,191,1512466,ENG111,42,2018-12-26 21:21:03,1
632115,191,1512466,MAT125,42,2018-12-09 09:53:34,1
582067,191,1512473,CSE299,42,2018-11-27 22:19:09,1
582047,191,1512473,CSE323,42,2018-11-27 22:16:30,1
582064,191,1512473,EEE452,42,2018-11-27 22:18:53,1
582044,191,1512473,MAT250,42,2018-11-27 22:16:08,1
582133,191,1512473,PHI104,42,2018-11-27 22:26:02,1
582135,191,1512473,PHY108L,42,2018-11-27 22:26:16,1
600977,191,1512487,EEE111,42,2018-12-02 18:02:04,1
600978,191,1512487,EEE111L,42,2018-12-02 18:02:04,1
706350,191,1512487,HIS103,42,2019-01-13 19:31:00,1
600981,191,1512487,PHI104,42,2018-12-02 18:02:53,1
628435,191,1512487,PHY108,42,2018-12-08 10:40:19,1
706349,191,1512487,PHY108L,42,2019-01-13 19:28:13,1
697333,191,1512510,BIO103,42,2019-01-04 00:39:12,4
697334,191,1512510,BIO103L,42,2019-01-04 00:39:35,4
621013,191,1512510,CSE225,42,2018-12-06 16:33:19,4
621014,191,1512510,CSE225L,42,2018-12-06 16:33:19,4
621028,191,1512510,CSE311,42,2018-12-06 16:35:49,4
621031,191,1512510,CSE311L,42,2018-12-06 16:36:16,4
650077,191,1512510,PHY107,42,2018-12-15 18:23:09,4
650079,191,1512510,PHY107L,42,2018-12-15 18:23:36,4
611769,191,1512603,CSE231,42,2018-12-04 22:53:16,1
611770,191,1512603,CSE231L,42,2018-12-04 22:53:16,1
611887,191,1512603,HIS101,42,2018-12-04 23:06:22,1
611807,191,1512603,MAT130,42,2018-12-04 22:58:02,1
640170,191,1512604,CSE173,42,2018-12-12 03:44:08,1
640172,191,1512604,HIS103,42,2018-12-12 03:49:57,1
700837,191,1512604,MAT125,42,2019-01-06 12:31:57,1
640174,191,1512604,PHI104,42,2018-12-12 03:53:07,1
626291,191,1512674,CSE225,42,2018-12-07 19:52:31,1
626292,191,1512674,CSE225L,42,2018-12-07 19:52:31,1
626312,191,1512674,ECO101,42,2018-12-07 19:54:11,1
626301,191,1512674,MAT130,42,2018-12-07 19:53:21,1
626304,191,1512674,PHY107,42,2018-12-07 19:53:32,1
626310,191,1512674,PHY107L,42,2018-12-07 19:53:56,1
652318,191,1512675,CSE225,42,2018-12-15 23:10:43,4
652319,191,1512675,CSE225L,42,2018-12-15 23:10:43,4
652326,191,1512675,EEE141,42,2018-12-15 23:11:22,4
652327,191,1512675,EEE141L,42,2018-12-15 23:11:22,4
652356,191,1512675,ENG103,42,2018-12-15 23:13:30,4
652295,191,1512675,MAT125,42,2018-12-15 23:09:09,4
567949,191,1513155,EEE141,42,2018-11-26 17:40:35,1
567950,191,1513155,EEE141L,42,2018-11-26 17:40:35,1
567952,191,1513155,EEE154,42,2018-11-26 17:41:28,1
567962,191,1513155,MAT130,42,2018-11-26 17:44:11,1
638411,191,1513155,PHY107,42,2018-12-11 08:40:46,1
705321,191,1513155,PHY107L,42,2019-01-11 13:42:16,1
595066,191,1513233,EEE141,42,2018-12-01 01:20:46,1
595067,191,1513233,EEE141L,42,2018-12-01 01:20:46,1
595052,191,1513233,HIS102,42,2018-12-01 01:18:18,1
595055,191,1513233,PHI104,42,2018-12-01 01:18:37,1
645261,191,1513233,PHY107,42,2018-12-14 03:16:54,1
645262,191,1513233,PHY107L,42,2018-12-14 03:18:34,1
659274,191,1513246,CSE215,42,2018-12-18 11:14:39,1
659278,191,1513246,CSE215L,42,2018-12-18 11:14:50,1
659284,191,1513246,PHY107,42,2018-12-18 11:15:34,1
659289,191,1513246,PHY107L,42,2018-12-18 11:16:21,1
647938,191,1520046,EEE141,42,2018-12-14 23:03:33,1
647939,191,1520046,EEE141L,42,2018-12-14 23:03:33,1
647851,191,1520046,ENG111,42,2018-12-14 22:45:24,1
647822,191,1520046,PHI104,42,2018-12-14 22:33:12,1
647955,191,1520046,PHY107,42,2018-12-14 23:06:56,1
647959,191,1520046,PHY107L,42,2018-12-14 23:07:25,1
693399,191,1520153,CSE215,42,2019-01-03 12:09:30,1
608237,191,1520153,CSE311,42,2018-12-04 06:56:19,1
608244,191,1520153,CSE311L,42,2018-12-04 06:58:19,1
608246,191,1520153,EEE141,42,2018-12-04 06:59:50,1
608245,191,1520153,PHY107L,42,2018-12-04 06:59:10,1
606797,191,1520162,CSE231,42,2018-12-03 21:42:21,1
606798,191,1520162,CSE231L,42,2018-12-03 21:42:21,1
606805,191,1520162,CSE323,42,2018-12-03 21:43:29,1
606807,191,1520162,MAT250,42,2018-12-03 21:43:52,1
643796,191,1520162,PHY107,42,2018-12-13 19:08:20,1
678437,191,1520175,CSE231,42,2018-12-26 09:00:45,1
678438,191,1520175,CSE231L,42,2018-12-26 09:00:45,1
678439,191,1520175,EEE141,42,2018-12-26 09:02:05,1
678435,191,1520175,PHY108,42,2018-12-26 08:59:08,1
678436,191,1520175,PHY108L,42,2018-12-26 08:59:50,2
607277,191,1520194,CSE299,42,2018-12-03 22:53:53,1
607291,191,1520194,CSE323,42,2018-12-03 22:54:56,1
621345,191,1520194,EEE452,42,2018-12-06 17:40:47,1
698341,191,1520194,HIS103,42,2019-01-04 14:48:37,1
607279,191,1520194,PHY108,42,2018-12-03 22:54:09,1
607306,191,1520194,PHY108L,42,2018-12-03 22:56:19,1
678714,191,1520319,CSE231,42,2018-12-26 13:41:59,1
678715,191,1520319,CSE231L,42,2018-12-26 13:41:59,1
