id,semesterCode,studentNumber,courseCode,studentDepartment,addedOn,priority
653117,191,1620111,MAT130,42,2018-12-16 00:39:33,1
667315,191,1620111,PHY107,42,2018-12-20 11:27:47,1
617109,191,1620148,CHE101,42,2018-12-05 22:59:48,1
617110,191,1620148,CSE225,42,2018-12-05 23:00:05,1
617111,191,1620148,CSE225L,42,2018-12-05 23:00:05,1
663629,191,1620148,HIS102,42,2018-12-19 01:21:18,1
617107,191,1620148,MAT250,42,2018-12-05 22:59:37,1
701647,191,1620148,PHY108L,42,2019-01-07 01:46:14,1
684634,191,1620160,CSE173,42,2018-12-28 22:27:35,1
684644,191,1620160,ECO101,42,2018-12-28 22:31:00,1
684641,191,1620160,ENG111,42,2018-12-28 22:29:52,1
684647,191,1620160,MAT125,42,2018-12-28 22:31:18,1
651980,191,1620169,CSE323,42,2018-12-15 22:48:45,1
651962,191,1620169,PHY107,42,2018-12-15 22:47:12,1
667476,191,1620169,PHY108L,42,2018-12-20 11:55:21,1
653390,191,1620180,BIO103,42,2018-12-16 02:17:19,1
678933,191,1620180,CHE101,42,2018-12-26 15:53:49,1
653381,191,1620180,CSE215,42,2018-12-16 02:12:51,1
653383,191,1620180,CSE215L,42,2018-12-16 02:13:05,1
653386,191,1620180,MAT125,42,2018-12-16 02:14:44,1
569343,191,1620181,CSE231,42,2018-11-26 19:50:32,1
569344,191,1620181,CSE231L,42,2018-11-26 19:50:32,1
569391,191,1620181,EEE141,42,2018-11-26 19:51:50,1
569392,191,1620181,EEE141L,42,2018-11-26 19:51:50,1
585160,191,1620181,MAT250,42,2018-11-28 17:48:44,1
705330,191,1620181,PHI104,42,2019-01-11 14:20:23,1
665824,191,1620192,CHE101L,42,2018-12-19 20:32:36,1
665809,191,1620192,CSE173,42,2018-12-19 20:30:35,1
665811,191,1620192,ECO101,42,2018-12-19 20:31:01,1
665814,191,1620192,EEE111,42,2018-12-19 20:31:19,1
704485,191,1620192,MAT250,42,2019-01-09 21:08:18,1
701432,191,1620247,CSE215,42,2019-01-06 22:30:59,1
701430,191,1620247,ECO101,42,2019-01-06 22:29:23,1
701431,191,1620247,MAT116,42,2019-01-06 22:29:34,1
701426,191,1620247,PBH101,42,2019-01-06 22:28:31,1
611473,191,1620252,CSE231,42,2018-12-04 22:19:52,1
611474,191,1620252,CSE231L,42,2018-12-04 22:19:52,1
630994,191,1620252,CSE311,42,2018-12-08 22:41:41,1
631005,191,1620252,CSE311L,42,2018-12-08 22:43:24,1
665507,191,1620252,HIS103,42,2018-12-19 18:50:53,1
631008,191,1620252,MAT250,42,2018-12-08 22:43:45,1
698795,191,1620252,PHY108L,42,2019-01-04 20:25:55,1
646416,191,1620254,BIO103L,42,2018-12-14 16:24:05,1
646408,191,1620254,CSE225,42,2018-12-14 16:23:00,1
646409,191,1620254,CSE225L,42,2018-12-14 16:23:00,1
646417,191,1620254,ECO101,42,2018-12-14 16:24:26,1
646424,191,1620254,HIS101,42,2018-12-14 16:26:00,1
646420,191,1620254,HIS103,42,2018-12-14 16:24:52,1
683413,191,1620277,CSE311,42,2018-12-28 13:24:44,1
683425,191,1620277,CSE311L,42,2018-12-28 13:29:01,1
698680,191,1620277,EEE111,42,2019-01-04 18:49:19,1
698681,191,1620277,EEE111L,42,2019-01-04 18:49:19,1
593455,191,1620277,HIS101,42,2018-11-30 19:52:33,1
698678,191,1620277,PHY107,42,2019-01-04 18:48:30,1
653378,191,1620279,CSE231,42,2018-12-16 02:12:37,2
653379,191,1620279,CSE231L,42,2018-12-16 02:12:37,2
688601,191,1620279,EEE141,42,2018-12-31 19:46:03,1
653388,191,1620279,POL101,42,2018-12-16 02:14:54,1
577895,191,1620298,HIS101,42,2018-11-27 12:25:10,1
623018,191,1620298,PHI104,42,2018-12-06 22:18:18,1
577897,191,1620298,POL101,42,2018-11-27 12:26:17,1
653138,191,1620352,CSE225,42,2018-12-16 00:43:11,1
653139,191,1620352,CSE225L,42,2018-12-16 00:43:11,1
653133,191,1620352,CSE231,42,2018-12-16 00:42:30,1
653134,191,1620352,CSE231L,42,2018-12-16 00:42:30,1
657170,191,1620352,EEE154,42,2018-12-17 18:37:40,1
653145,191,1620352,MAT250,42,2018-12-16 00:43:48,1
653146,191,1620352,PHY107,42,2018-12-16 00:44:17,1
591464,191,1620377,CSE225,42,2018-11-30 09:07:33,1
591465,191,1620377,CSE225L,42,2018-11-30 09:07:33,1
591469,191,1620377,EEE141,42,2018-11-30 09:08:32,1
591471,191,1620377,EEE154,42,2018-11-30 09:08:53,1
591473,191,1620377,MAT116,42,2018-11-30 09:09:53,1
614397,191,1620389,CSE225,42,2018-12-05 12:40:28,1
614398,191,1620389,CSE225L,42,2018-12-05 12:40:28,1
614400,191,1620389,EEE141L,42,2018-12-05 12:40:56,1
702402,191,1620389,HIS103,42,2019-01-07 21:57:44,1
695623,191,1620389,PHI104,42,2019-01-03 19:12:30,1
580968,191,1620396,CSE225,42,2018-11-27 20:32:18,1
580969,191,1620396,CSE225L,42,2018-11-27 20:32:18,1
580987,191,1620396,CSE299,42,2018-11-27 20:33:29,1
580973,191,1620396,EEE111,42,2018-11-27 20:32:29,1
580974,191,1620396,EEE111L,42,2018-11-27 20:32:29,1
580979,191,1620396,MAT130,42,2018-11-27 20:32:50,1
580998,191,1620396,PHY107,42,2018-11-27 20:34:46,1
580999,191,1620396,PHY107L,42,2018-11-27 20:34:46,1
680335,191,1620420,CSE215,42,2018-12-27 11:30:26,1
680339,191,1620420,CSE215L,42,2018-12-27 11:30:45,1
680329,191,1620420,MAT130,42,2018-12-27 11:29:54,1
680331,191,1620420,PHY107,42,2018-12-27 11:30:06,1
643835,191,1620463,CSE323,42,2018-12-13 19:17:50,1
643852,191,1620463,ECO101,42,2018-12-13 19:21:03,1
643854,191,1620463,EEE452,42,2018-12-13 19:21:57,1
643860,191,1620463,PHY108,42,2018-12-13 19:23:02,1
697317,191,1620485,CSE215,42,2019-01-04 00:35:25,1
697319,191,1620485,CSE215L,42,2019-01-04 00:35:50,1
697326,191,1620485,EEE141,42,2019-01-04 00:37:00,1
697328,191,1620485,EEE141L,42,2019-01-04 00:37:19,1
697321,191,1620485,MAT125,42,2019-01-04 00:36:12,1
701252,191,1620491,CSE299,42,2019-01-06 20:08:08,1
689506,191,1620491,HIS103,42,2019-01-01 14:52:34,1
650050,191,1620491,PHI104,42,2018-12-15 18:17:27,1
693988,191,1620504,BIO103,42,2019-01-03 15:13:30,1
694003,191,1620504,ECO101,42,2019-01-03 15:16:51,1
693989,191,1620504,EEE141,42,2019-01-03 15:14:46,1
693993,191,1620504,EEE141L,42,2019-01-03 15:15:19,1
693438,191,1620504,PHY107,42,2019-01-03 12:24:41,1
693994,191,1620504,PHY107L,42,2019-01-03 15:15:40,1
593517,191,1620539,MAT130,42,2018-11-30 20:07:26,1
593526,191,1620539,PHY107,42,2018-11-30 20:08:22,1
593527,191,1620539,PHY107L,42,2018-11-30 20:08:22,1
699851,191,1620570,CSE311,42,2019-01-05 15:32:11,1
705756,191,1620570,CSE311L,42,2019-01-12 22:54:11,1
658226,191,1620570,EEE141,42,2018-12-17 22:42:40,1
658227,191,1620570,EEE141L,42,2018-12-17 22:42:41,1
705760,191,1620570,HIS103,42,2019-01-12 22:54:55,1
658239,191,1620570,MAT120,42,2018-12-17 22:45:16,1
647577,191,1620572,CSE299,42,2018-12-14 21:56:24,1
639108,191,1620572,CSE323,42,2018-12-11 15:58:19,1
639109,191,1620572,EEE452,42,2018-12-11 16:00:18,1
647582,191,1620572,HIS103,42,2018-12-14 21:57:35,1
644600,191,1620572,PHI104,42,2018-12-13 22:20:33,1
647683,191,1620572,PHY108L,42,2018-12-14 22:13:05,1
581115,191,1620578,CSE231,42,2018-11-27 20:46:07,1
581116,191,1620578,CSE231L,42,2018-11-27 20:46:07,1
581120,191,1620578,CSE311,42,2018-11-27 20:46:51,1
581123,191,1620578,CSE311L,42,2018-11-27 20:47:17,1
581146,191,1620578,EEE111,42,2018-11-27 20:48:59,1
581147,191,1620578,EEE111L,42,2018-11-27 20:48:59,1
581157,191,1620578,PHY107,42,2018-11-27 20:49:36,1
647781,191,1620590,CSE115,42,2018-12-14 22:24:39,1
647782,191,1620590,CSE115L,42,2018-12-14 22:24:39,1
647785,191,1620590,CSE231,42,2018-12-14 22:25:06,1
647786,191,1620590,CSE231L,42,2018-12-14 22:25:06,1
647792,191,1620590,EEE111,42,2018-12-14 22:25:38,1
647793,191,1620590,EEE111L,42,2018-12-14 22:25:38,1
654467,191,1620590,HIS101,42,2018-12-16 17:07:57,1
613567,191,1620657,CSE225,42,2018-12-05 09:22:22,1
613568,191,1620657,CSE225L,42,2018-12-05 09:22:22,1
668017,191,1620657,CSE231,42,2018-12-20 13:48:00,1
668018,191,1620657,CSE231L,42,2018-12-20 13:48:00,1
668014,191,1620657,HIS103,42,2018-12-20 13:46:56,1
613573,191,1620657,MAT130,42,2018-12-05 09:22:39,1
600151,191,1620658,CHE101,42,2018-12-02 14:17:23,1
600154,191,1620658,CHE101L,42,2018-12-02 14:17:37,1
600144,191,1620658,CSE115,42,2018-12-02 14:16:15,1
600145,191,1620658,CSE115L,42,2018-12-02 14:16:15,1
582911,191,1620675,CSE323,42,2018-11-28 00:25:36,1
582905,191,1620675,EEE111,42,2018-11-28 00:24:22,1
582906,191,1620675,EEE111L,42,2018-11-28 00:24:22,1
582991,191,1620675,EEE154,42,2018-11-28 00:38:40,1
582935,191,1620675,HIS103,42,2018-11-28 00:29:03,1
582909,191,1620675,PBH101,42,2018-11-28 00:24:56,1
701489,191,1620701,CSE231,42,2019-01-06 23:00:58,1
701490,191,1620701,CSE231L,42,2019-01-06 23:00:58,1
701491,191,1620701,CSE311,42,2019-01-06 23:01:08,1
701494,191,1620701,CSE311L,42,2019-01-06 23:01:20,1
701496,191,1620701,EEE111,42,2019-01-06 23:01:38,1
701497,191,1620701,EEE111L,42,2019-01-06 23:01:38,1
701499,191,1620701,EEE154,42,2019-01-06 23:02:15,1
701495,191,1620701,HIS103,42,2019-01-06 23:01:28,1
617130,191,1620709,ECO101,42,2018-12-05 23:02:33,1
677845,191,1620709,EEE141,42,2018-12-25 19:59:41,1
677847,191,1620709,MAT130,42,2018-12-25 20:02:15,1
617171,191,1620709,MAT250,42,2018-12-05 23:06:47,1
604541,191,1620711,CSE215L,42,2018-12-03 12:04:07,1
595802,191,1620711,CSE225,42,2018-12-01 12:30:36,1
595803,191,1620711,CSE225L,42,2018-12-01 12:30:36,1
595819,191,1620711,CSE231,42,2018-12-01 12:34:41,1
595820,191,1620711,CSE231L,42,2018-12-01 12:34:41,1
595815,191,1620711,PHY107,42,2018-12-01 12:33:30,1
595816,191,1620711,PHY107L,42,2018-12-01 12:33:31,1
698399,191,1620721,CSE311,42,2019-01-04 15:28:08,1
588404,191,1620721,EEE154,42,2018-11-29 14:44:20,1
655459,191,1620721,MAT250,42,2018-12-16 23:36:45,1
588398,191,1620721,PHI104,42,2018-11-29 14:39:26,1
588367,191,1620721,PHY107,42,2018-11-29 14:34:06,1
676426,191,1620726,CHE101L,42,2018-12-24 20:49:16,1
591452,191,1620726,CSE225,42,2018-11-30 09:04:27,1
591453,191,1620726,CSE225L,42,2018-11-30 09:04:27,1
591461,191,1620726,ECO104,42,2018-11-30 09:06:24,1
636950,191,1620726,MAT250,42,2018-12-10 18:10:00,1
591457,191,1620726,PHY107,42,2018-11-30 09:05:49,1
636951,191,1620726,PHY107L,42,2018-12-10 18:10:21,1
609310,191,1620746,CSE231,42,2018-12-04 14:25:23,1
609311,191,1620746,CSE231L,42,2018-12-04 14:25:23,1
609325,191,1620746,MAT250,42,2018-12-04 14:26:55,1
705454,191,1620746,PHI104,42,2019-01-11 22:15:19,1
609315,191,1620746,PHY108,42,2018-12-04 14:25:52,1
705431,191,1620746,PHY108L,42,2019-01-11 21:15:35,1
653288,191,1620782,PHY107,42,2018-12-16 01:31:05,1
653290,191,1620782,PHY107L,42,2018-12-16 01:31:17,1
658158,191,1620826,HIS101,42,2018-12-17 22:27:31,1
658137,191,1620826,MAT130,42,2018-12-17 22:21:38,1
658142,191,1620826,PHI104,42,2018-12-17 22:24:43,1
658129,191,1620826,PHY107,42,2018-12-17 22:19:46,1
658130,191,1620826,PHY107L,42,2018-12-17 22:19:58,1
698925,191,1620838,CSE231,42,2019-01-04 21:29:09,1
698926,191,1620838,CSE231L,42,2019-01-04 21:29:10,1
695888,191,1620838,EEE141,42,2019-01-03 19:51:14,1
695889,191,1620838,EEE141L,42,2019-01-03 19:51:14,1
695882,191,1620838,EEE154,42,2019-01-03 19:50:35,1
630682,191,1620838,HIS103,42,2018-12-08 21:48:16,1
630676,191,1620838,MAT130,42,2018-12-08 21:46:50,1
649759,191,1620851,CSE231,42,2018-12-15 16:06:48,1
649760,191,1620851,CSE231L,42,2018-12-15 16:06:48,1
649764,191,1620851,CSE311,42,2018-12-15 16:07:55,1
649770,191,1620851,CSE311L,42,2018-12-15 16:08:23,1
649772,191,1620851,PHI104,42,2018-12-15 16:08:35,1
636716,191,1620855,CHE101,42,2018-12-10 16:25:56,1
636717,191,1620855,CHE101L,42,2018-12-10 16:26:30,1
646151,191,1620855,ECO101,42,2018-12-14 14:29:00,1
636709,191,1620855,MAT130,42,2018-12-10 16:23:33,1
693319,191,1620855,POL101,42,2019-01-03 11:43:18,1
628087,191,1620865,CSE215,42,2018-12-08 03:51:10,1
628085,191,1620865,CSE231,42,2018-12-08 03:49:29,1
628086,191,1620865,CSE231L,42,2018-12-08 03:49:29,1
620162,191,1620865,EEE141,42,2018-12-06 13:27:16,1
620163,191,1620865,EEE141L,42,2018-12-06 13:27:16,1
692123,191,1620865,MAT125,42,2019-01-02 18:47:42,1
596597,191,1620873,CSE231,42,2018-12-01 17:30:32,1
596598,191,1620873,CSE231L,42,2018-12-01 17:30:33,1
694536,191,1620873,MAT120,42,2019-01-03 17:39:09,1
653212,191,1620873,PHI104,42,2018-12-16 01:07:55,1
625975,191,1620873,PHY107,42,2018-12-07 18:39:25,1
692368,191,1620898,CHE101,42,2019-01-02 20:52:53,1
686746,191,1620898,CSE225,42,2018-12-30 05:42:50,3
686747,191,1620898,CSE225L,42,2018-12-30 05:42:50,3
697114,191,1620898,PHI101,42,2019-01-03 23:27:10,3
619359,191,1620904,CSE173,42,2018-12-06 11:39:37,1
619365,191,1620904,MAT130,42,2018-12-06 11:40:37,1
619372,191,1620904,PHY107,42,2018-12-06 11:41:12,1
619374,191,1620904,PHY107L,42,2018-12-06 11:41:33,1
651686,191,1620923,CSE231,42,2018-12-15 22:34:04,1
651687,191,1620923,CSE231L,42,2018-12-15 22:34:04,1
651695,191,1620923,CSE311,42,2018-12-15 22:34:31,1
651702,191,1620923,CSE311L,42,2018-12-15 22:34:46,1
651707,191,1620923,MAT250,42,2018-12-15 22:35:02,1
651715,191,1620923,PHY107,42,2018-12-15 22:35:37,1
695573,191,1620932,CSE215,42,2019-01-03 19:04:12,1
695584,191,1620932,CSE225,42,2019-01-03 19:05:29,1
695585,191,1620932,CSE225L,42,2019-01-03 19:05:29,1
695575,191,1620932,MAT130,42,2019-01-03 19:04:33,1
695611,191,1620932,PHY107,42,2019-01-03 19:10:17,1
695613,191,1620932,PHY108L,42,2019-01-03 19:10:33,1
673958,191,1620966,CHE101,42,2018-12-23 10:31:22,1
673959,191,1620966,CHE101L,42,2018-12-23 10:31:47,1
703469,191,1620966,CSE115,42,2019-01-08 23:22:15,1
703470,191,1620966,CSE115L,42,2019-01-08 23:22:15,1
673955,191,1620966,EEE141,42,2018-12-23 10:30:30,1
673956,191,1620966,EEE141L,42,2018-12-23 10:30:30,1
673957,191,1620966,MAT125,42,2018-12-23 10:31:03,1
661677,191,1621007,BIO103L,42,2018-12-18 18:38:17,1
699218,191,1621007,CHE101,42,2019-01-05 00:26:34,1
661488,191,1621007,CSE225,42,2018-12-18 18:09:09,1
661489,191,1621007,CSE225L,42,2018-12-18 18:09:09,1
661493,191,1621007,CSE231,42,2018-12-18 18:09:25,1
661494,191,1621007,CSE231L,42,2018-12-18 18:09:25,1
699216,191,1621007,MAT250,42,2019-01-05 00:25:33,1
661673,191,1621007,PHY107L,42,2018-12-18 18:37:55,1
669526,191,1621010,BIO103,42,2018-12-20 20:44:29,1
669532,191,1621010,BIO103L,42,2018-12-20 20:46:48,1
669520,191,1621010,CSE215,42,2018-12-20 20:42:10,1
669522,191,1621010,CSE215L,42,2018-12-20 20:42:26,1
669537,191,1621010,ECO101,42,2018-12-20 20:47:38,1
669524,191,1621010,MAT120,42,2018-12-20 20:43:45,1
697474,191,1621020,CSE173,42,2019-01-04 01:45:36,1
697475,191,1621020,ENV107,42,2019-01-04 01:45:58,1
697476,191,1621020,MAT130,42,2019-01-04 01:46:20,1
647300,191,1621047,BIO103,42,2018-12-14 21:02:55,1
647280,191,1621047,CSE225,42,2018-12-14 20:59:52,1
647281,191,1621047,CSE225L,42,2018-12-14 20:59:52,1
647288,191,1621047,MAT250,42,2018-12-14 21:00:23,1
647294,191,1621047,PHI104,42,2018-12-14 21:01:34,1
647301,191,1621047,PHY107L,42,2018-12-14 21:03:39,1
647305,191,1621047,PHY108L,42,2018-12-14 21:04:45,1
622417,191,1621084,CSE231,42,2018-12-06 20:45:00,1
622418,191,1621084,CSE231L,42,2018-12-06 20:45:00,1
622425,191,1621084,EEE111,42,2018-12-06 20:45:38,1
622426,191,1621084,EEE111L,42,2018-12-06 20:45:38,1
650379,191,1621084,EEE154,42,2018-12-15 19:48:30,1
622484,191,1621084,HIS103,42,2018-12-06 20:54:17,1
622422,191,1621084,MAT130,42,2018-12-06 20:45:14,1
598656,191,1621088,CSE231,42,2018-12-02 00:17:47,1
598657,191,1621088,CSE231L,42,2018-12-02 00:17:47,1
598658,191,1621088,MAT130,42,2018-12-02 00:18:09,1
598660,191,1621088,PHY107,42,2018-12-02 00:18:34,1
598661,191,1621088,PHY107L,42,2018-12-02 00:18:34,1
582972,191,1621091,CSE215,42,2018-11-28 00:35:15,1
612844,191,1621091,CSE215L,42,2018-12-05 01:03:22,1
582969,191,1621091,CSE231,42,2018-11-28 00:34:53,1
582970,191,1621091,CSE231L,42,2018-11-28 00:34:53,1
582976,191,1621091,MAT130,42,2018-11-28 00:35:57,1
592210,191,1621091,PHY107,42,2018-11-30 14:13:42,1
592211,191,1621091,PHY107L,42,2018-11-30 14:13:42,1
653164,191,1621108,CSE225,42,2018-12-16 00:49:28,2
653165,191,1621108,CSE225L,42,2018-12-16 00:49:28,2
599646,191,1621108,CSE231,42,2018-12-02 11:32:25,1
599647,191,1621108,CSE231L,42,2018-12-02 11:32:25,1
662419,191,1621108,HIS102,42,2018-12-18 20:55:20,1
599644,191,1621108,PHI104,42,2018-12-02 11:32:06,1
694790,191,1621136,CSE311,42,2019-01-03 17:46:50,1
694798,191,1621136,CSE311L,42,2019-01-03 17:47:08,1
694808,191,1621136,MAT130,42,2019-01-03 17:47:40,1
694829,191,1621136,PHY107,42,2019-01-03 17:48:28,1
694838,191,1621136,PHY107L,42,2019-01-03 17:48:41,1
702238,191,1621136,PHY108L,42,2019-01-07 19:16:31,1
657121,191,1621138,CSE225,42,2018-12-17 18:26:22,1
657122,191,1621138,CSE225L,42,2018-12-17 18:26:22,1
657125,191,1621138,CSE231,42,2018-12-17 18:26:59,1
657126,191,1621138,CSE231L,42,2018-12-17 18:26:59,1
657128,191,1621138,MAT250,42,2018-12-17 18:27:43,1
657131,191,1621138,PHY107,42,2018-12-17 18:28:00,1
657135,191,1621138,PHY107L,42,2018-12-17 18:29:08,1
594523,191,1621172,CSE225,42,2018-11-30 22:48:02,1
594524,191,1621172,CSE225L,42,2018-11-30 22:48:02,1
594525,191,1621172,CSE231,42,2018-11-30 22:48:34,1
594526,191,1621172,CSE231L,42,2018-11-30 22:48:34,1
594527,191,1621172,EEE111,42,2018-11-30 22:48:53,1
594528,191,1621172,EEE111L,42,2018-11-30 22:48:53,1
684163,191,1621172,HIS102,42,2018-12-28 19:24:15,1
696900,191,1621189,EEE241,42,2019-01-03 22:44:44,1
696901,191,1621189,EEE241L,42,2019-01-03 22:44:44,1
652411,191,1621189,HIS101,42,2018-12-15 23:16:38,1
696911,191,1621189,MAT250,42,2019-01-03 22:45:38,1
652457,191,1621189,PHY107L,42,2018-12-15 23:19:02,1
652444,191,1621189,PHY108,42,2018-12-15 23:18:41,1
653735,191,1621197,CSE225,42,2018-12-16 11:10:11,1
653736,191,1621197,CSE225L,42,2018-12-16 11:10:11,1
654805,191,1621197,EEE141,42,2018-12-16 19:52:05,1
654806,191,1621197,EEE141L,42,2018-12-16 19:52:05,1
653745,191,1621197,MAT130,42,2018-12-16 11:15:08,1
567943,191,1621228,CSE115,42,2018-11-26 17:35:20,1
567944,191,1621228,CSE115L,42,2018-11-26 17:35:35,1
567945,191,1621228,CSE173,42,2018-11-26 17:36:29,2
567947,191,1621228,ECO101,42,2018-11-26 17:37:20,4
567946,191,1621228,MAT120,42,2018-11-26 17:36:46,3
655671,191,1621270,CSE215,42,2018-12-17 02:23:54,1
655670,191,1621270,CSE215L,42,2018-12-17 02:23:30,1
655672,191,1621270,CSE231,42,2018-12-17 02:24:13,1
655673,191,1621270,CSE231L,42,2018-12-17 02:24:13,1
655674,191,1621270,MAT130,42,2018-12-17 02:25:10,1
655675,191,1621270,PHI104,42,2018-12-17 02:26:06,1
613884,191,1621301,CSE225,42,2018-12-05 10:57:43,1
613885,191,1621301,CSE225L,42,2018-12-05 10:57:43,1
613889,191,1621301,CSE231,42,2018-12-05 10:58:07,1
613890,191,1621301,CSE231L,42,2018-12-05 10:58:07,1
613895,191,1621301,ECO101,42,2018-12-05 10:58:51,1
622520,191,1621301,HIS103,42,2018-12-06 21:02:58,1
628063,191,1621379,CSE225,42,2018-12-08 02:53:09,1
628064,191,1621379,CSE225L,42,2018-12-08 02:53:09,1
699826,191,1621379,EEE141,42,2019-01-05 15:16:32,1
628943,191,1621379,MAT130,42,2018-12-08 13:12:28,1
628907,191,1621379,PHI104,42,2018-12-08 13:07:08,1
594519,191,1621493,BIO103,42,2018-11-30 22:47:25,1
594522,191,1621493,BIO103L,42,2018-11-30 22:47:39,1
700307,191,1621493,CSE173,42,2019-01-05 21:52:57,1
703957,191,1621493,EEE141,42,2019-01-09 14:26:27,1
703958,191,1621493,EEE141L,42,2019-01-09 14:26:27,1
621461,191,1621493,MAT250,42,2018-12-06 18:07:11,1
620592,191,1621517,CSE173,42,2018-12-06 14:37:45,1
620571,191,1621517,HIS101,42,2018-12-06 14:34:16,1
674312,191,1621517,MAT116,42,2018-12-23 14:51:11,1
668729,191,1621531,CSE225,42,2018-12-20 16:58:46,1
668730,191,1621531,CSE225L,42,2018-12-20 16:58:46,1
668727,191,1621531,MAT130,42,2018-12-20 16:58:24,1
678462,191,1621543,CSE225,42,2018-12-26 10:03:20,1
678463,191,1621543,CSE225L,42,2018-12-26 10:03:20,1
678465,191,1621543,EEE141,42,2018-12-26 10:04:15,1
678467,191,1621543,EEE141L,42,2018-12-26 10:04:43,1
678464,191,1621543,MAT250,42,2018-12-26 10:03:54,1
674865,191,1621696,CSE225,42,2018-12-23 20:07:29,1
674866,191,1621696,CSE225L,42,2018-12-23 20:07:29,1
674629,191,1621696,CSE231,42,2018-12-23 18:32:40,1
674630,191,1621696,CSE231L,42,2018-12-23 18:32:40,1
674627,191,1621696,MAT120,42,2018-12-23 18:31:58,1
674632,191,1621696,PHY107,42,2018-12-23 18:33:04,1
571090,191,1621735,CHE101,42,2018-11-26 20:35:55,1
571126,191,1621735,CHE101L,42,2018-11-26 20:37:07,1
571132,191,1621735,CSE225,42,2018-11-26 20:37:27,1
571133,191,1621735,CSE225L,42,2018-11-26 20:37:27,1
694237,191,1621735,EEE141,42,2019-01-03 16:27:59,1
606551,191,1621735,PHI104,42,2018-12-03 21:11:19,1
645965,191,1621748,CSE225,42,2018-12-14 13:07:01,1
645966,191,1621748,CSE225L,42,2018-12-14 13:07:01,1
689641,191,1621748,MAT130,42,2019-01-01 15:47:17,1
696120,191,1621748,MAT250,42,2019-01-03 20:34:34,1
704071,191,1621748,PHI104,42,2019-01-09 15:52:20,1
704438,191,1621755,BIO103,42,2019-01-09 20:32:12,1
704460,191,1621755,CSE215,42,2019-01-09 20:48:21,1
704440,191,1621755,MAT120,42,2019-01-09 20:33:51,1
704441,191,1621755,MAT125,42,2019-01-09 20:34:28,1
624872,191,1621759,CSE215,42,2018-12-07 12:46:11,1
624876,191,1621759,CSE215L,42,2018-12-07 12:46:31,1
648311,191,1621759,ECO101,42,2018-12-15 00:23:32,1
680311,191,1621759,EEE141,42,2018-12-27 11:28:44,1
680312,191,1621759,EEE141L,42,2018-12-27 11:28:44,1
648315,191,1621759,MAT250,42,2018-12-15 00:24:25,1
655180,191,1621760,CSE231,42,2018-12-16 22:01:57,1
655181,191,1621760,CSE231L,42,2018-12-16 22:01:57,1
655197,191,1621760,HIS101,42,2018-12-16 22:11:00,1
655183,191,1621760,MAT250,42,2018-12-16 22:06:33,1
655186,191,1621760,PHY108,42,2018-12-16 22:07:26,1
655188,191,1621760,PHY108L,42,2018-12-16 22:07:55,1
654540,191,1621800,CSE225,42,2018-12-16 17:46:22,1
654541,191,1621800,CSE225L,42,2018-12-16 17:46:22,1
601182,191,1621800,CSE231,42,2018-12-02 18:58:00,1
601183,191,1621800,CSE231L,42,2018-12-02 18:58:00,1
654918,191,1621800,MAT250,42,2018-12-16 20:34:11,1
601190,191,1621800,PHY107L,42,2018-12-02 18:58:41,1
574760,191,1621802,CSE231,42,2018-11-26 22:56:00,4
574761,191,1621802,CSE231L,42,2018-11-26 22:56:00,4
602349,191,1621802,HIS101,42,2018-12-02 22:11:16,4
574785,191,1621802,PHY108,42,2018-11-26 22:57:19,3
628321,191,1621844,CSE231,42,2018-12-08 10:00:24,1
628322,191,1621844,CSE231L,42,2018-12-08 10:00:24,1
628346,191,1621844,CSE311,42,2018-12-08 10:15:06,1
628347,191,1621844,CSE311L,42,2018-12-08 10:15:06,1
700295,191,1621844,EEE141,42,2019-01-05 21:44:40,1
628343,191,1621844,PHY107,42,2018-12-08 10:14:11,1
628344,191,1621844,PHY107L,42,2018-12-08 10:14:25,1
697515,191,1621845,CSE215,42,2019-01-04 02:28:57,1
618179,191,1621845,CSE231,42,2018-12-06 09:58:21,1
618180,191,1621845,CSE231L,42,2018-12-06 09:58:21,1
618239,191,1621845,EEE141,42,2018-12-06 10:00:16,2
618252,191,1621845,EEE141L,42,2018-12-06 10:00:44,2
618210,191,1621845,MAT120,42,2018-12-06 09:59:21,1
600266,191,1621857,CSE225,42,2018-12-02 14:47:49,1
600267,191,1621857,CSE225L,42,2018-12-02 14:47:50,1
600270,191,1621857,CSE231,42,2018-12-02 14:48:24,1
600271,191,1621857,CSE231L,42,2018-12-02 14:48:24,1
600277,191,1621857,ECO101,42,2018-12-02 14:49:02,1
600281,191,1621857,MAT250,42,2018-12-02 14:50:12,1
591371,191,1621876,CSE225,42,2018-11-30 07:29:09,1
591372,191,1621876,CSE225L,42,2018-11-30 07:29:09,1
606418,191,1621876,CSE231,42,2018-12-03 20:45:57,1
606419,191,1621876,CSE231L,42,2018-12-03 20:45:57,1
701169,191,1621876,ECO101,42,2019-01-06 18:54:54,1
591374,191,1621876,MAT130,42,2018-11-30 07:29:57,1
589013,191,1631007,CSE311,42,2018-11-29 18:35:36,1
589016,191,1631007,CSE311L,42,2018-11-29 18:35:52,1
589010,191,1631007,EEE111,42,2018-11-29 18:35:13,1
589011,191,1631007,EEE111L,42,2018-11-29 18:35:13,1
589021,191,1631007,EEE154,42,2018-11-29 18:37:10,1
589020,191,1631007,PHI104,42,2018-11-29 18:36:44,1
625677,191,1631007,PHY108,42,2018-12-07 17:24:34,1
